Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
11 24 2017,9:00 pm,MEM,92,DEN,104,Box Score,,16736,
11 24 2017,10:30 pm,CHI,94,GSW,143,Box Score,,19596,
11 24 2017,8:00 pm,TOR,104,IND,107,Box Score,,16523,
11 24 2017,8:00 pm,MIA,109,MIN,97,Box Score,,18978,
11 24 2017,8:00 pm,DET,99,OKC,98,Box Score,,18203,
11 24 2017,9:00 pm,NOP,115,PHX,91,Box Score,,16574,
11 25 2017,7:30 pm,TOR,112,ATL,78,Box Score,,12278,
11 25 2017,7:00 pm,SAS,106,CHA,86,Box Score,,18597,
11 25 2017,8:30 pm,OKC,81,DAL,97,Box Score,,20340,
11 25 2017,8:30 pm,NOP,95,GSW,110,Box Score,,19596,
11 25 2017,8:00 pm,NYK,102,HOU,117,Box Score,,18055,
11 25 2017,8:00 pm,BOS,108,IND,98,Box Score,,16303,
11 25 2017,7:00 pm,ORL,111,PHI,130,Box Score,,20585,
11 25 2017,10:00 pm,LAC,97,SAC,95,Box Score,,17583,
11 25 2017,9:00 pm,MIL,108,UTA,121,Box Score,,17298,
11 25 2017,7:00 pm,POR,108,WAS,105,Box Score,,18092,
11 26 2017,3:30 pm,MIA,100,CHI,93,Box Score,,20928,
11 26 2017,6:00 pm,BKN,98,MEM,88,Box Score,,14889,
11 26 2017,3:30 pm,PHX,108,MIN,119,Box Score,,16448,
11 27 2017,7:30 pm,DET,118,BOS,108,Box Score,,18624,
11 27 2017,10:30 pm,SAC,110,GSW,106,Box Score,,19596,
11 27 2017,8:00 pm,BKN,103,HOU,117,Box Score,,16189,
11 27 2017,7:00 pm,ORL,109,IND,121,Box Score,,12501,
11 27 2017,10:30 pm,LAL,115,LAC,120,Box Score,,18086,
11 27 2017,7:30 pm,POR,103,NYK,91,Box Score,,18409,
11 27 2017,7:00 pm,CLE,113,PHI,91,Box Score,,20527,
11 27 2017,8:30 pm,DAL,108,SAS,115,Box Score,,17918,
11 28 2017,8:00 pm,PHX,104,CHI,99,Box Score,,18324,
11 28 2017,7:00 pm,MIA,97,CLE,108,Box Score,,20562,
11 28 2017,8:00 pm,WAS,92,MIN,89,Box Score,,13442,
11 28 2017,10:00 pm,MIL,112,SAC,87,Box Score,,17583,
11 28 2017,10:00 pm,DEN,77,UTA,106,Box Score,,16790,
11 29 2017,8:30 pm,BKN,109,DAL,104,Box Score,,19327,
11 29 2017,7:00 pm,PHX,107,DET,131,Box Score,,18096,
11 29 2017,8:00 pm,IND,97,HOU,118,Box Score,,16760,
11 29 2017,10:30 pm,GSW,127,LAL,123,Box Score,OT,18997,
11 29 2017,8:00 pm,MIN,120,NOP,102,Box Score,,15555,
11 29 2017,7:30 pm,MIA,86,NYK,115,Box Score,,17693,
11 29 2017,7:00 pm,OKC,108,ORL,121,Box Score,,17797,
11 29 2017,7:00 pm,WAS,113,PHI,118,Box Score,,20492,
11 29 2017,8:30 pm,MEM,95,SAS,104,Box Score,,18013,
11 29 2017,7:30 pm,CHA,113,TOR,126,Box Score,,19800,
11 30 2017,7:30 pm,CLE,121,ATL,114,Box Score,,16379,
11 30 2017,7:30 pm,PHI,97,BOS,108,Box Score,,18624,
11 30 2017,9:00 pm,CHI,110,DEN,111,Box Score,,15156,
11 30 2017,10:30 pm,UTA,126,LAC,107,Box Score,,15139,
11 30 2017,10:00 pm,MIL,103,POR,91,Box Score,,19459,
12 1 2017,8:00 pm,SAC,107,CHI,106,Box Score,,19268,
12 1 2017,8:00 pm,SAS,95,MEM,79,Box Score,,16413,
12 1 2017,8:00 pm,CHA,100,MIA,105,Box Score,,19600,
12 1 2017,8:00 pm,MIN,107,OKC,111,Box Score,,18203,
12 1 2017,7:00 pm,GSW,133,ORL,112,Box Score,,18846,
12 1 2017,7:30 pm,IND,115,TOR,120,Box Score,,19800,
12 1 2017,9:00 pm,NOP,108,UTA,114,Box Score,,17725,
12 1 2017,7:00 pm,DET,91,WAS,109,Box Score,,17885,
12 2 2017,1:00 pm,PHX,111,BOS,116,Box Score,,18624,
12 2 2017,3:00 pm,ATL,114,BKN,102,Box Score,,13949,
12 2 2017,7:30 pm,MEM,111,CLE,116,Box Score,,20562,
12 2 2017,2:00 pm,LAC,82,DAL,108,Box Score,,19245,
12 2 2017,9:00 pm,LAL,100,DEN,115,Box Score,,19520,
12 2 2017,8:30 pm,SAC,104,MIL,109,Box Score,,15581,
12 2 2017,7:30 pm,DET,103,PHI,108,Box Score,,20562,
12 2 2017,10:00 pm,NOP,123,POR,116,Box Score,,18730,
12 3 2017,9:30 pm,HOU,118,LAL,95,Box Score,,18997,
12 3 2017,7:00 pm,GSW,123,MIA,95,Box Score,,19600,
12 3 2017,7:00 pm,LAC,106,MIN,112,Box Score,,13172,
12 3 2017,3:30 pm,ORL,105,NYK,100,Box Score,,19082,
12 3 2017,7:00 pm,SAS,87,OKC,90,Box Score,,18203,
12 4 2017,7:30 pm,BKN,110,ATL,90,Box Score,,12056,
12 4 2017,7:30 pm,MIL,100,BOS,111,Box Score,,18624,
12 4 2017,8:00 pm,CLE,113,CHI,91,Box Score,,21323,
12 4 2017,7:00 pm,ORL,94,CHA,104,Box Score,,14419,
12 4 2017,8:30 pm,DEN,105,DAL,122,Box Score,,19419,
12 4 2017,7:00 pm,NYK,97,IND,115,Box Score,,12018,
12 4 2017,8:00 pm,MIN,92,MEM,95,Box Score,,14012,
12 4 2017,8:00 pm,GSW,125,NOP,115,Box Score,,17004,
12 4 2017,7:00 pm,PHX,115,PHI,101,Box Score,,20564,
12 4 2017,8:30 pm,DET,93,SAS,96,Box Score,,18288,
12 4 2017,9:00 pm,WAS,69,UTA,116,Box Score,,17227,
12 5 2017,8:00 pm,UTA,94,OKC,100,Box Score,,18203,
12 5 2017,10:00 pm,WAS,106,POR,92,Box Score,,19241,
12 5 2017,7:30 pm,PHX,113,TOR,126,Box Score,,19800,
12 6 2017,7:30 pm,DAL,90,BOS,97,Box Score,,18624,
12 6 2017,8:00 pm,GSW,101,CHA,87,Box Score,,19334,
12 6 2017,7:00 pm,SAC,95,CLE,101,Box Score,,20562,
12 6 2017,7:00 pm,CHI,96,IND,98,Box Score,,13013,
12 6 2017,10:30 pm,MIN,113,LAC,107,Box Score,,15951,
12 6 2017,8:00 pm,DET,100,MIL,104,Box Score,,15841,
12 6 2017,8:00 pm,DEN,114,NOP,123,Box Score,,15353,
12 6 2017,7:30 pm,MEM,88,NYK,99,Box Score,,19812,
12 6 2017,7:00 pm,ATL,106,ORL,110,Box Score,OT,16167,
12 6 2017,8:30 pm,MIA,105,SAS,117,Box Score,,18252,
12 7 2017,10:00 pm,OKC,95,BKN,100,Box Score,,20562,at Mexico City Mexico
12 7 2017,8:00 pm,LAL,107,PHI,104,Box Score,,20495,
12 7 2017,9:00 pm,WAS,109,PHX,99,Box Score,,15925,
12 7 2017,10:30 pm,HOU,112,UTA,101,Box Score,,18306,
12 8 2017,7:00 pm,CHI,119,CHA,111,Box Score,OT,14077,
12 8 2017,7:00 pm,GSW,102,DET,98,Box Score,,20491,
12 8 2017,7:00 pm,CLE,102,IND,106,Box Score,,17032,
12 8 2017,8:00 pm,TOR,116,MEM,107,Box Score,,15417,
12 8 2017,8:00 pm,DAL,102,MIL,109,Box Score,,15889,
12 8 2017,8:00 pm,SAC,116,NOP,109,Box Score,OT,15019,
12 8 2017,7:00 pm,DEN,103,ORL,89,Box Score,,16024,
12 8 2017,9:30 pm,BOS,102,SAS,105,Box Score,,18418,
12 9 2017,7:30 pm,ORL,110,ATL,117,Box Score,,12719,
12 9 2017,6:00 pm,MIA,101,BKN,89,Box Score,,19777,at Mexico City Mexico
12 9 2017,8:00 pm,NYK,102,CHI,104,Box Score,,20149,
12 9 2017,7:00 pm,LAL,110,CHA,99,Box Score,,19320,
12 9 2017,8:00 pm,PHI,98,CLE,105,Box Score,,20562,
12 9 2017,3:30 pm,WAS,112,LAC,113,Box Score,,15739,
12 9 2017,9:00 pm,OKC,102,MEM,101,Box Score,OT,17794,
12 9 2017,8:30 pm,UTA,100,MIL,117,Box Score,,16675,
12 9 2017,9:00 pm,SAS,104,PHX,101,Box Score,,16575,
12 9 2017,10:00 pm,HOU,124,POR,117,Box Score,,19503,
12 10 2017,4:00 pm,BOS,91,DET,81,Box Score,,18776,
12 10 2017,5:00 pm,DEN,116,IND,126,Box Score,OT,14587,
12 10 2017,7:00 pm,DAL,92,MIN,97,Box Score,,13094,
12 10 2017,7:00 pm,PHI,124,NOP,131,Box Score,,16878,
12 10 2017,7:30 pm,ATL,107,NYK,111,Box Score,,19189,
12 10 2017,3:30 pm,TOR,102,SAC,87,Box Score,,17583,
12 11 2017,8:00 pm,BOS,85,CHI,108,Box Score,,19617,
12 11 2017,10:30 pm,POR,104,GSW,111,Box Score,,19596,
12 11 2017,8:00 pm,NOP,123,HOU,130,Box Score,,18055,
12 11 2017,10:30 pm,TOR,91,LAC,96,Box Score,,16658,
12 11 2017,8:00 pm,MIA,107,MEM,82,Box Score,,14857,
12 11 2017,8:00 pm,CHA,116,OKC,103,Box Score,,18203,
12 12 2017,7:30 pm,WAS,98,BKN,103,Box Score,,14515,
12 12 2017,7:00 pm,ATL,114,CLE,123,Box Score,,20562,
12 12 2017,8:30 pm,SAS,89,DAL,95,Box Score,,19874,
12 12 2017,7:00 pm,DEN,103,DET,84,Box Score,,15480,
12 12 2017,9:30 pm,PHI,118,MIN,112,Box Score,OT,14659,
12 12 2017,7:00 pm,LAL,109,NYK,113,Box Score,OT,19359,
12 12 2017,10:00 pm,PHX,92,SAC,99,Box Score,,17583,
12 13 2017,7:30 pm,DEN,118,BOS,124,Box Score,,18624,
12 13 2017,8:00 pm,UTA,100,CHI,103,Box Score,,18102,
12 13 2017,9:30 pm,CHA,96,HOU,108,Box Score,,16509,
12 13 2017,7:00 pm,OKC,100,IND,95,Box Score,,17923,
12 13 2017,7:30 pm,POR,102,MIA,95,Box Score,,19600,
12 13 2017,8:00 pm,MIL,108,NOP,115,Box Score,,16863,
12 13 2017,7:00 pm,LAC,106,ORL,95,Box Score,,16011,
12 13 2017,9:00 pm,TOR,115,PHX,109,Box Score,,15517,
12 13 2017,7:00 pm,MEM,87,WAS,93,Box Score,,15297,
12 14 2017,7:30 pm,DET,105,ATL,91,Box Score,,13548,
12 14 2017,7:30 pm,NYK,111,BKN,104,Box Score,,17732,
12 14 2017,8:00 pm,LAL,112,CLE,121,Box Score,,20562,
12 14 2017,10:30 pm,DAL,97,GSW,112,Box Score,,19596,
12 14 2017,8:00 pm,SAC,96,MIN,119,Box Score,,11126,
12 15 2017,7:30 pm,UTA,107,BOS,95,Box Score,,18624,
12 15 2017,7:00 pm,MIA,104,CHA,98,Box Score,,15565,
12 15 2017,9:00 pm,NOP,111,DEN,117,Box Score,OT,17584,
12 15 2017,9:30 pm,SAS,109,HOU,124,Box Score,,18055,
12 15 2017,7:00 pm,DET,104,IND,98,Box Score,,14687,
12 15 2017,8:00 pm,ATL,94,MEM,96,Box Score,,15803,
12 15 2017,8:00 pm,CHI,115,MIL,109,Box Score,,16921,
12 15 2017,7:00 pm,POR,95,ORL,88,Box Score,,16963,
12 15 2017,7:00 pm,OKC,119,PHI,117,Box Score,3OT,20612,
12 15 2017,7:30 pm,BKN,87,TOR,120,Box Score,,19800,
12 15 2017,7:00 pm,LAC,91,WAS,100,Box Score,,15442,
12 16 2017,7:00 pm,POR,93,CHA,91,Box Score,,16687,
12 16 2017,7:30 pm,UTA,100,CLE,109,Box Score,,20562,
12 16 2017,8:00 pm,MIL,111,HOU,115,Box Score,,18055,
12 16 2017,9:00 pm,BOS,102,MEM,93,Box Score,,17794,
12 16 2017,8:00 pm,LAC,85,MIA,90,Box Score,,19600,
12 16 2017,8:00 pm,PHX,108,MIN,106,Box Score,,18109,
12 16 2017,7:30 pm,OKC,96,NYK,111,Box Score,,19812,
12 16 2017,8:30 pm,DAL,96,SAS,98,Box Score,,18418,
12 17 2017,6:00 pm,IND,109,BKN,97,Box Score,,13934,
12 17 2017,4:00 pm,ORL,110,DET,114,Box Score,,16312,
12 17 2017,3:30 pm,SAC,93,TOR,108,Box Score,,19800,
12 17 2017,6:00 pm,CLE,106,WAS,99,Box Score,,20356,
12 18 2017,7:30 pm,MIA,104,ATL,110,Box Score,,14227,
12 18 2017,8:00 pm,PHI,115,CHI,117,Box Score,,20796,
12 18 2017,7:00 pm,NYK,91,CHA,109,Box Score,,15386,
12 18 2017,8:30 pm,PHX,97,DAL,91,Box Score,,19245,
12 18 2017,8:00 pm,UTA,99,HOU,120,Box Score,,18055,
12 18 2017,7:00 pm,BOS,112,IND,111,Box Score,,16055,
12 18 2017,10:30 pm,GSW,116,LAL,114,Box Score,OT,18997,
12 18 2017,8:00 pm,POR,107,MIN,108,Box Score,,14187,
12 18 2017,8:00 pm,DEN,94,OKC,95,Box Score,,18203,
12 18 2017,8:30 pm,LAC,91,SAS,109,Box Score,,18418,
12 19 2017,8:00 pm,CLE,116,MIL,119,Box Score,,18717,
12 19 2017,7:00 pm,SAC,101,PHI,95,Box Score,,20558,
12 19 2017,7:00 pm,NOP,106,WAS,116,Box Score,,16529,
12 20 2017,7:30 pm,IND,105,ATL,95,Box Score,,14830,
12 20 2017,7:30 pm,MIA,90,BOS,89,Box Score,,18624,
12 20 2017,7:30 pm,SAC,104,BKN,99,Box Score,,13179,
12 20 2017,8:00 pm,ORL,94,CHI,112,Box Score,,20285,
12 20 2017,7:00 pm,TOR,129,CHA,111,Box Score,,15023,
12 20 2017,8:30 pm,DET,93,DAL,110,Box Score,,19580,
12 20 2017,9:00 pm,MIN,112,DEN,104,Box Score,,17002,
12 20 2017,10:30 pm,MEM,84,GSW,97,Box Score,,19596,
12 20 2017,8:00 pm,LAL,122,HOU,116,Box Score,,18055,
12 20 2017,10:30 pm,PHX,95,LAC,108,Box Score,,17151,
12 20 2017,8:00 pm,UTA,79,OKC,107,Box Score,,18203,
12 20 2017,10:00 pm,SAS,93,POR,91,Box Score,,19393,
12 21 2017,7:00 pm,CHI,112,CLE,115,Box Score,,20562,
12 21 2017,8:00 pm,BOS,93,NYK,102,Box Score,,19812,
12 21 2017,7:00 pm,TOR,114,PHI,109,Box Score,,20680,
12 21 2017,9:00 pm,MEM,95,PHX,97,Box Score,,16339,
12 21 2017,10:30 pm,SAS,89,UTA,100,Box Score,,18306,
12 22 2017,7:30 pm,WAS,84,BKN,119,Box Score,,15589,
12 22 2017,7:00 pm,NYK,101,DET,104,Box Score,,16922,
12 22 2017,10:30 pm,LAL,106,GSW,113,Box Score,,19596,
12 22 2017,8:00 pm,LAC,128,HOU,118,Box Score,,18055,
12 22 2017,8:00 pm,DAL,101,MIA,113,Box Score,,19600,
12 22 2017,8:00 pm,CHA,104,MIL,109,Box Score,,17018,
12 22 2017,8:00 pm,ATL,117,OKC,120,Box Score,,18203,
12 22 2017,7:00 pm,NOP,111,ORL,97,Box Score,,18846,
12 22 2017,10:00 pm,DEN,102,POR,85,Box Score,,19473,
12 23 2017,7:30 pm,DAL,107,ATL,112,Box Score,,13402,
12 23 2017,7:30 pm,CHI,92,BOS,117,Box Score,,18624,
12 23 2017,7:00 pm,MIL,106,CHA,111,Box Score,,18363,
12 23 2017,8:30 pm,DEN,96,GSW,81,Box Score,,19596,
12 23 2017,7:00 pm,BKN,119,IND,123,Box Score,OT,17107,
12 23 2017,9:30 pm,POR,95,LAL,92,Box Score,,18997,
12 23 2017,8:00 pm,LAC,112,MEM,115,Box Score,,16844,
12 23 2017,8:00 pm,NOP,109,MIA,94,Box Score,,19600,
12 23 2017,9:00 pm,MIN,115,PHX,106,Box Score,,16482,
12 23 2017,10:00 pm,SAS,108,SAC,99,Box Score,,17583,
12 23 2017,5:00 pm,PHI,86,TOR,102,Box Score,,19800,
12 23 2017,8:00 pm,OKC,103,UTA,89,Box Score,,18306,
12 23 2017,7:00 pm,ORL,103,WAS,130,Box Score,,17218,
12 25 2017,5:30 pm,WAS,111,BOS,103,Box Score,,18624,
12 25 2017,3:00 pm,CLE,92,GSW,99,Box Score,,19596,
12 25 2017,10:30 pm,MIN,121,LAL,104,Box Score,,18997,
12 25 2017,12:00 pm,PHI,105,NYK,98,Box Score,,19812,
12 25 2017,8:00 pm,HOU,107,OKC,112,Box Score,,18203,
12 26 2017,7:00 pm,TOR,93,DAL,98,Box Score,,20005,
12 26 2017,9:00 pm,UTA,83,DEN,107,Box Score,,17104,
12 26 2017,7:00 pm,IND,83,DET,107,Box Score,,20491,
12 26 2017,10:30 pm,SAC,95,LAC,122,Box Score,,16393,
12 26 2017,7:30 pm,ORL,89,MIA,107,Box Score,,19600,
12 26 2017,8:00 pm,CHI,115,MIL,106,Box Score,,18717,
12 26 2017,9:00 pm,MEM,97,PHX,99,Box Score,,17105,
12 26 2017,8:30 pm,BKN,97,SAS,109,Box Score,,18492,
12 27 2017,7:30 pm,WAS,99,ATL,113,Box Score,,15763,
12 27 2017,8:00 pm,NYK,87,CHI,92,Box Score,,21883,
12 27 2017,7:00 pm,BOS,102,CHA,91,Box Score,,19611,
12 27 2017,10:30 pm,UTA,101,GSW,126,Box Score,,19596,
12 27 2017,7:00 pm,DAL,98,IND,94,Box Score,,17923,
12 27 2017,10:30 pm,MEM,109,LAL,99,Box Score,,18997,
12 27 2017,8:00 pm,DEN,125,MIN,128,Box Score,OT,18978,
12 27 2017,8:00 pm,BKN,113,NOP,128,Box Score,,16707,
12 27 2017,8:00 pm,TOR,107,OKC,124,Box Score,,18203,
12 27 2017,10:00 pm,CLE,95,SAC,109,Box Score,,17583,
12 28 2017,8:00 pm,HOU,98,BOS,99,Box Score,,18624,
12 28 2017,8:00 pm,MIN,96,MIL,102,Box Score,,18717,
12 28 2017,7:00 pm,DET,89,ORL,102,Box Score,,18846,
12 28 2017,10:30 pm,PHI,110,POR,114,Box Score,,20104,
12 28 2017,8:30 pm,NYK,107,SAS,119,Box Score,,18935,
12 29 2017,8:00 pm,IND,107,CHI,119,Box Score,,21178,
12 29 2017,10:30 pm,CHA,111,GSW,100,Box Score,,19596,
12 29 2017,10:30 pm,LAC,121,LAL,106,Box Score,,18997,
12 29 2017,8:00 pm,BKN,111,MIA,87,Box Score,,19600,
12 29 2017,8:00 pm,DAL,128,NOP,120,Box Score,,16878,
12 29 2017,8:00 pm,MIL,97,OKC,95,Box Score,,18203,
12 29 2017,10:00 pm,PHX,111,SAC,101,Box Score,,17583,
12 29 2017,7:30 pm,ATL,98,TOR,111,Box Score,,19800,
12 29 2017,7:00 pm,HOU,103,WAS,121,Box Score,,20356,
12 30 2017,7:30 pm,POR,89,ATL,104,Box Score,,15877,
12 30 2017,9:00 pm,PHI,107,DEN,102,Box Score,,19599,
12 30 2017,7:00 pm,SAS,79,DET,93,Box Score,,19671,
12 30 2017,8:30 pm,MEM,128,GSW,141,Box Score,,19596,
12 30 2017,7:00 pm,NYK,105,NOP,103,Box Score,,16947,
12 30 2017,7:00 pm,MIA,117,ORL,111,Box Score,,18846,
12 30 2017,8:00 pm,CLE,101,UTA,104,Box Score,,18306,
12 31 2017,5:30 pm,BKN,105,BOS,108,Box Score,,18624,
12 31 2017,7:00 pm,LAL,142,HOU,148,Box Score,2OT,18179,
12 31 2017,5:00 pm,MIN,107,IND,90,Box Score,,17923,
12 31 2017,7:00 pm,CHA,98,LAC,106,Box Score,,17348,
12 31 2017,7:00 pm,DAL,116,OKC,113,Box Score,,18203,
12 31 2017,8:00 pm,PHI,123,PHX,110,Box Score,,16983,
12 31 2017,7:00 pm,MEM,114,SAC,96,Box Score,,17583,
12 31 2017,3:30 pm,CHI,110,WAS,114,Box Score,,20356,
01 1 2018,7:30 pm,ORL,95,BKN,98,Box Score,,16164,
01 1 2018,8:00 pm,POR,124,CHI,120,Box Score,OT,20860,
01 1 2018,8:00 pm,LAL,96,MIN,114,Box Score,,18978,
01 1 2018,7:30 pm,MIL,127,TOR,131,Box Score,OT,19800,
01 2 2018,7:00 pm,POR,110,CLE,127,Box Score,,20562,
01 2 2018,10:30 pm,MEM,105,LAC,113,Box Score,,15711,
01 2 2018,7:30 pm,SAS,100,NYK,91,Box Score,,19812,
01 2 2018,9:00 pm,ATL,103,PHX,104,Box Score,,15921,
01 2 2018,10:00 pm,CHA,131,SAC,111,Box Score,,17583,
01 3 2018,8:00 pm,CLE,88,BOS,102,Box Score,,18624,
01 3 2018,7:30 pm,MIN,97,BKN,98,Box Score,,16215,
01 3 2018,8:00 pm,TOR,124,CHI,115,Box Score,,20056,
01 3 2018,8:30 pm,GSW,125,DAL,122,Box Score,,20212,
01 3 2018,9:00 pm,PHX,111,DEN,134,Box Score,,14079,
01 3 2018,10:30 pm,OKC,133,LAL,96,Box Score,,18997,
01 3 2018,7:30 pm,DET,104,MIA,111,Box Score,,19600,
01 3 2018,8:00 pm,IND,101,MIL,122,Box Score,,15613,
01 3 2018,7:00 pm,HOU,116,ORL,98,Box Score,,18588,
01 3 2018,7:00 pm,SAS,106,PHI,112,Box Score,,20642,
01 3 2018,9:00 pm,NOP,108,UTA,98,Box Score,,18306,
01 3 2018,7:00 pm,NYK,103,WAS,121,Box Score,,17206,
01 4 2018,8:00 pm,GSW,124,HOU,114,Box Score,,18055,
01 4 2018,10:30 pm,OKC,127,LAC,117,Box Score,,19068,
01 5 2018,7:00 pm,MIN,84,BOS,91,Box Score,,18624,
01 5 2018,8:30 pm,CHI,127,DAL,124,Box Score,,20073,
01 5 2018,9:00 pm,UTA,91,DEN,99,Box Score,,15557,
01 5 2018,10:30 pm,CHA,108,LAL,94,Box Score,,18997,
01 5 2018,9:30 pm,WAS,102,MEM,100,Box Score,,16988,
01 5 2018,8:00 pm,NYK,103,MIA,107,Box Score,OT,19600,
01 5 2018,8:00 pm,TOR,129,MIL,110,Box Score,,18717,
01 5 2018,7:00 pm,DET,78,PHI,114,Box Score,,20592,
01 5 2018,10:00 pm,ATL,89,POR,110,Box Score,,19393,
01 5 2018,8:30 pm,PHX,89,SAS,103,Box Score,,18501,
01 6 2018,6:00 pm,BOS,87,BKN,85,Box Score,,17732,
01 6 2018,7:00 pm,HOU,101,DET,108,Box Score,,18046,
01 6 2018,7:00 pm,CHI,86,IND,125,Box Score,,17923,
01 6 2018,3:30 pm,GSW,121,LAC,105,Box Score,,19068,
01 6 2018,9:00 pm,NOP,98,MIN,116,Box Score,,18978,
01 6 2018,7:00 pm,CLE,131,ORL,127,Box Score,,18997,
01 6 2018,10:00 pm,DEN,98,SAC,106,Box Score,,17583,
01 6 2018,8:00 pm,MIL,110,WAS,103,Box Score,,18762,
01 7 2018,7:00 pm,NYK,100,DAL,96,Box Score,,20171,
01 7 2018,9:30 pm,ATL,113,LAL,132,Box Score,,18997,
01 7 2018,3:30 pm,UTA,102,MIA,103,Box Score,,19600,
01 7 2018,8:00 pm,OKC,100,PHX,114,Box Score,,18055,
01 7 2018,9:00 pm,SAS,110,POR,111,Box Score,,19393,
01 8 2018,7:30 pm,TOR,114,BKN,113,Box Score,OT,13681,
01 8 2018,8:00 pm,HOU,116,CHI,107,Box Score,,17462,
01 8 2018,10:30 pm,DEN,114,GSW,124,Box Score,,19596,
01 8 2018,7:00 pm,MIL,96,IND,109,Box Score,,14670,
01 8 2018,10:30 pm,ATL,107,LAC,108,Box Score,,14624,
01 8 2018,8:00 pm,CLE,99,MIN,127,Box Score,,18978,
01 8 2018,8:00 pm,DET,109,NOP,112,Box Score,,12874,
01 8 2018,10:00 pm,SAS,107,SAC,100,Box Score,,17583,
01 9 2018,8:30 pm,ORL,99,DAL,114,Box Score,,19306,
01 9 2018,10:30 pm,SAC,86,LAL,99,Box Score,,18997,
01 9 2018,8:00 pm,POR,117,OKC,106,Box Score,,18203,
01 9 2018,7:30 pm,MIA,90,TOR,89,Box Score,,19800,
01 10 2018,7:30 pm,DET,114,BKN,80,Box Score,,13457,
01 10 2018,7:00 pm,DAL,115,CHA,111,Box Score,,14462,
01 10 2018,9:00 pm,ATL,110,DEN,97,Box Score,,14182,
01 10 2018,10:30 pm,LAC,125,GSW,106,Box Score,,19596,
01 10 2018,8:00 pm,POR,112,HOU,121,Box Score,,18055,
01 10 2018,7:00 pm,MIA,114,IND,106,Box Score,,14540,
01 10 2018,8:00 pm,NOP,102,MEM,105,Box Score,,14312,
01 10 2018,8:00 pm,ORL,103,MIL,110,Box Score,,14543,
01 10 2018,8:00 pm,OKC,88,MIN,104,Box Score,,18978,
01 10 2018,7:30 pm,CHI,122,NYK,119,Box Score,2OT,19812,
01 10 2018,7:00 pm,UTA,107,WAS,104,Box Score,,15640,
01 11 2018,10:30 pm,SAS,81,LAL,93,Box Score,,18997,
01 11 2018,3:00 pm,BOS,114,PHI,103,Box Score,,19078,at London England
01 11 2018,10:00 pm,LAC,121,SAC,115,Box Score,,17583,
01 11 2018,8:00 pm,CLE,99,TOR,133,Box Score,,19923,
01 12 2018,7:30 pm,BKN,110,ATL,105,Box Score,,13093,
01 12 2018,7:00 pm,UTA,88,CHA,99,Box Score,,14848,
01 12 2018,9:00 pm,MEM,78,DEN,87,Box Score,,15607,
01 12 2018,7:00 pm,CLE,95,IND,97,Box Score,,17923,
01 12 2018,8:00 pm,GSW,108,MIL,94,Box Score,,18717,
01 12 2018,8:00 pm,NYK,108,MIN,118,Box Score,,18978,
01 12 2018,8:00 pm,POR,113,NOP,119,Box Score,,17003,
01 12 2018,10:30 pm,HOU,112,PHX,95,Box Score,,18055,
01 12 2018,7:00 pm,ORL,119,WAS,125,Box Score,,18171,
01 13 2018,8:00 pm,DET,105,CHI,107,Box Score,,21613,
01 13 2018,5:00 pm,OKC,101,CHA,91,Box Score,,19624,
01 13 2018,2:00 pm,LAL,107,DAL,101,Box Score,OT,20209,
01 13 2018,3:30 pm,SAC,105,LAC,126,Box Score,,16656,
01 13 2018,8:30 pm,DEN,80,SAS,112,Box Score,,18418,
01 13 2018,7:30 pm,GSW,127,TOR,125,Box Score,,20078,
01 13 2018,7:00 pm,BKN,113,WAS,119,Box Score,OT,18354,
01 14 2018,1:00 pm,MIL,79,MIA,97,Box Score,,19600,
01 14 2018,9:00 pm,POR,103,MIN,120,Box Score,,14739,
01 14 2018,3:30 pm,NOP,123,NYK,118,Box Score,OT,19812,
01 14 2018,8:00 pm,IND,120,PHX,97,Box Score,,17091,
01 15 2018,3:00 pm,SAS,99,ATL,102,Box Score,,15806,
01 15 2018,3:00 pm,NYK,119,BKN,104,Box Score,,17732,
01 15 2018,3:30 pm,MIA,111,CHI,119,Box Score,,20546,
01 15 2018,8:00 pm,GSW,118,CLE,108,Box Score,,20562,
01 15 2018,12:30 pm,CHA,118,DET,107,Box Score,,17200,
01 15 2018,10:30 pm,HOU,102,LAC,113,Box Score,,17622,
01 15 2018,5:30 pm,LAL,114,MEM,123,Box Score,,17794,
01 15 2018,8:00 pm,SAC,88,OKC,95,Box Score,,18203,
01 15 2018,1:00 pm,TOR,111,PHI,117,Box Score,,20637,
01 15 2018,9:00 pm,IND,109,UTA,94,Box Score,,18306,
01 15 2018,2:00 pm,MIL,104,WAS,95,Box Score,,19607,
01 16 2018,7:30 pm,NOP,116,BOS,113,Box Score,OT,18624,
01 16 2018,9:00 pm,DAL,102,DEN,105,Box Score,,14097,
01 16 2018,7:00 pm,MIN,102,ORL,108,Box Score,,18589,
01 16 2018,10:00 pm,PHX,111,POR,118,Box Score,,18604,
01 17 2018,7:30 pm,NOP,93,ATL,94,Box Score,,10894,
01 17 2018,7:30 pm,SAS,100,BKN,95,Box Score,,15425,
01 17 2018,8:00 pm,GSW,119,CHI,112,Box Score,,21372,
01 17 2018,7:00 pm,WAS,109,CHA,133,Box Score,,11528,
01 17 2018,10:30 pm,DEN,104,LAC,109,Box Score,,15043,
