G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
22,Sat Dec 10 2016,7:00p ET,,Box Score,,Milwaukee Bucks,W,,110,105,9,13,W 2,
23,Mon Dec 12 2016,7:30p ET,,Box Score,@,Miami Heat,L,,101,112,9,14,L 1,
24,Wed Dec 14 2016,7:00p ET,,Box Score,,Charlotte Hornets,W,,109,106,10,14,W 1,
25,Fri Dec 16 2016,7:00p ET,,Box Score,,Detroit Pistons,W,,122,108,11,14,W 2,
26,Sun Dec 18 2016,3:30p ET,,Box Score,,Los Angeles Clippers,W,,117,110,12,14,W 3,
27,Mon Dec 19 2016,7:00p ET,,Box Score,@,Indiana Pacers,L,,105,107,12,15,L 1,
28,Wed Dec 21 2016,8:00p ET,,Box Score,@,Chicago Bulls,W,,107,97,13,15,W 1,
29,Fri Dec 23 2016,8:00p ET,,Box Score,@,Milwaukee Bucks,L,,96,123,13,16,L 1,
30,Mon Dec 26 2016,7:00p ET,,Box Score,,Milwaukee Bucks,W,,107,102,14,16,W 1,
31,Wed Dec 28 2016,7:00p ET,,Box Score,,Indiana Pacers,W,,111,105,15,16,W 2,
32,Fri Dec 30 2016,7:00p ET,,Box Score,,Brooklyn Nets,W,,118,95,16,16,W 3,
33,Mon Jan 2 2017,8:00p ET,,Box Score,@,Houston Rockets,L,,91,101,16,17,L 1,
34,Tue Jan 3 2017,8:30p ET,,Box Score,@,Dallas Mavericks,L,,105,113,16,18,L 2,
35,Fri Jan 6 2017,7:00p ET,,Box Score,,Minnesota Timberwolves,W,,112,105,17,18,W 1,
36,Sun Jan 8 2017,2:00p ET,,Box Score,@,Milwaukee Bucks,W,,107,101,18,18,W 2,
37,Tue Jan 10 2017,7:00p ET,,Box Score,,Chicago Bulls,W,,101,99,19,18,W 3,
38,Wed Jan 11 2017,8:00p ET,,Box Score,@,Boston Celtics,L,,108,117,19,19,L 1,
39,Sat Jan 14 2017,8:00p ET,,Box Score,,Philadelphia 76ers,W,,109,93,20,19,W 1,
40,Mon Jan 16 2017,2:00p ET,,Box Score,,Portland Trail Blazers,W,,120,101,21,19,W 2,
41,Wed Jan 18 2017,7:00p ET,,Box Score,,Memphis Grizzlies,W,,104,101,22,19,W 3,
42,Thu Jan 19 2017,8:00p ET,,Box Score,@,New York Knicks,W,,113,110,23,19,W 4,
43,Sat Jan 21 2017,6:00p ET,,Box Score,@,Detroit Pistons,L,,112,113,23,20,L 1,
44,Mon Jan 23 2017,7:00p ET,,Box Score,@,Charlotte Hornets,W,,109,99,24,20,W 1,
45,Tue Jan 24 2017,7:00p ET,,Box Score,,Boston Celtics,W,,123,108,25,20,W 2,
46,Fri Jan 27 2017,8:00p ET,,Box Score,@,Atlanta Hawks,W,,112,86,26,20,W 3,
47,Sun Jan 29 2017,6:00p ET,,Box Score,@,New Orleans Pelicans,W,,107,94,27,20,W 4,
48,Tue Jan 31 2017,7:00p ET,,Box Score,,New York Knicks,W,,117,101,28,20,W 5,
49,Thu Feb 2 2017,7:00p ET,,Box Score,,Los Angeles Lakers,W,,116,108,29,20,W 6,
50,Sat Feb 4 2017,7:00p ET,,Box Score,,New Orleans Pelicans,W,,105,91,30,20,W 7,
51,Mon Feb 6 2017,7:00p ET,,Box Score,,Cleveland Cavaliers,L,OT,135,140,30,21,L 1,
52,Wed Feb 8 2017,7:30p ET,,Box Score,@,Brooklyn Nets,W,OT,114,110,31,21,W 1,
53,Fri Feb 10 2017,8:00p ET,,Box Score,,Indiana Pacers,W,,112,107,32,21,W 2,
54,Mon Feb 13 2017,8:00p ET,,Box Score,,Oklahoma City Thunder,W,,120,98,33,21,W 3,
55,Thu Feb 16 2017,7:00p ET,,Box Score,@,Indiana Pacers,W,,111,98,34,21,W 4,
56,Fri Feb 24 2017,7:00p ET,,Box Score,@,Philadelphia 76ers,L,,112,120,34,22,L 1,
57,Sun Feb 26 2017,5:00p ET,,Box Score,,Utah Jazz,L,,92,102,34,23,L 2,
58,Tue Feb 28 2017,7:00p ET,,Box Score,,Golden State Warriors,W,,112,108,35,23,W 1,
59,Wed Mar 1 2017,7:30p ET,,Box Score,@,Toronto Raptors,W,,105,96,36,23,W 2,
60,Fri Mar 3 2017,7:00p ET,,Box Score,,Toronto Raptors,L,,106,114,36,24,L 1,
61,Sun Mar 5 2017,5:00p ET,,Box Score,,Orlando Magic,W,,115,114,37,24,W 1,
62,Tue Mar 7 2017,9:00p ET,,Box Score,@,Phoenix Suns,W,,131,127,38,24,W 2,
63,Wed Mar 8 2017,9:00p ET,,Box Score,@,Denver Nuggets,W,,123,113,39,24,W 3,
64,Fri Mar 10 2017,10:30p ET,,Box Score,@,Sacramento Kings,W,OT,130,122,40,24,W 4,
65,Sat Mar 11 2017,10:00p ET,,Box Score,@,Portland Trail Blazers,W,OT,125,124,41,24,W 5,
66,Mon Mar 13 2017,8:00p ET,,Box Score,@,Minnesota Timberwolves,L,,104,119,41,25,L 1,
67,Wed Mar 15 2017,7:00p ET,,Box Score,,Dallas Mavericks,L,,107,112,41,26,L 2,
68,Fri Mar 17 2017,7:00p ET,,Box Score,,Chicago Bulls,W,,112,107,42,26,W 1,
69,Sat Mar 18 2017,7:00p ET,,Box Score,@,Charlotte Hornets,L,,93,98,42,27,L 1,
70,Mon Mar 20 2017,7:30p ET,,Box Score,@,Boston Celtics,L,,102,110,42,28,L 2,
71,Wed Mar 22 2017,8:00p ET,,Box Score,,Atlanta Hawks,W,,104,100,43,28,W 1,
72,Fri Mar 24 2017,7:00p ET,,Box Score,,Brooklyn Nets,W,,129,108,44,28,W 2,
73,Sat Mar 25 2017,7:30p ET,,Box Score,@,Cleveland Cavaliers,W,,127,115,45,28,W 3,
74,Tue Mar 28 2017,10:30p ET,,Box Score,@,Los Angeles Lakers,W,,119,108,46,28,W 4,
75,Wed Mar 29 2017,10:30p ET,,Box Score,@,Los Angeles Clippers,L,,124,133,46,29,L 1,
76,Fri Mar 31 2017,9:00p ET,,Box Score,@,Utah Jazz,L,,88,95,46,30,L 2,
77,Sun Apr 2 2017,8:00p ET,,Box Score,@,Golden State Warriors,L,,115,139,46,31,L 3,
78,Tue Apr 4 2017,7:00p ET,,Box Score,,Charlotte Hornets,W,,118,111,47,31,W 1,
79,Thu Apr 6 2017,7:30p ET,,Box Score,@,New York Knicks,W,,106,103,48,31,W 2,
80,Sat Apr 8 2017,7:00p ET,,Box Score,,Miami Heat,L,,103,106,48,32,L 1,
81,Mon Apr 10 2017,8:00p ET,,Box Score,@,Detroit Pistons,W,,105,101,49,32,W 1,
82,Wed Apr 12 2017,8:00p ET,,Box Score,@,Miami Heat,L,,102,110,49,33,L 1,
1,Wed Oct 18 2017,7:00p ET,,Box Score,,Philadelphia 76ers,W,,120,115,1,0,W 1,
2,Fri Oct 20 2017,7:00p ET,,Box Score,,Detroit Pistons,W,,115,111,2,0,W 2,
3,Mon Oct 23 2017,9:00p ET,,Box Score,@,Denver Nuggets,W,,109,104,3,0,W 3,
4,Wed Oct 25 2017,10:30p ET,,Box Score,@,Los Angeles Lakers,L,OT,99,102,3,1,L 1,
5,Fri Oct 27 2017,10:30p ET,,Box Score,@,Golden State Warriors,L,,117,120,3,2,L 2,
6,Sun Oct 29 2017,6:00p ET,,Box Score,@,Sacramento Kings,W,,110,83,4,2,W 1,
7,Wed Nov 1 2017,7:00p ET,,Box Score,,Phoenix Suns,L,,116,122,4,3,L 1,
8,Fri Nov 3 2017,7:00p ET,,Box Score,,Cleveland Cavaliers,L,,122,130,4,4,L 2,
9,Sun Nov 5 2017,6:00p ET,,Box Score,@,Toronto Raptors,W,,107,96,5,4,W 1,
10,Tue Nov 7 2017,7:00p ET,,Box Score,,Dallas Mavericks,L,,99,113,5,5,L 1,
11,Thu Nov 9 2017,7:00p ET,,Box Score,,Los Angeles Lakers,W,,111,95,6,5,W 1,
12,Sat Nov 11 2017,7:00p ET,,Box Score,,Atlanta Hawks,W,,113,94,7,5,W 2,
13,Mon Nov 13 2017,7:00p ET,,Box Score,,Sacramento Kings,W,,110,92,8,5,W 3,
14,Wed Nov 15 2017,7:30p ET,,Box Score,@,Miami Heat,W,,102,93,9,5,W 4,
15,Fri Nov 17 2017,7:00p ET,,Box Score,,Miami Heat,L,,88,91,9,6,L 1,
16,Sun Nov 19 2017,3:30p ET,,Box Score,@,Toronto Raptors,L,,91,100,9,7,L 2,
17,Mon Nov 20 2017,8:00p ET,,Box Score,@,Milwaukee Bucks,W,,99,88,10,7,W 1,
18,Wed Nov 22 2017,7:00p ET,,Box Score,@,Charlotte Hornets,L,OT,124,129,10,8,L 1,
19,Sat Nov 25 2017,7:00p ET,,Box Score,,Portland Trail Blazers,L,,105,108,10,9,L 2,
20,Tue Nov 28 2017,8:00p ET,,Box Score,@,Minnesota Timberwolves,W,,92,89,11,9,W 1,
21,Wed Nov 29 2017,7:00p ET,,Box Score,@,Philadelphia 76ers,L,,113,118,11,10,L 1,
22,Fri Dec 1 2017,7:00p ET,,Box Score,,Detroit Pistons,W,,109,91,12,10,W 1,
23,Mon Dec 4 2017,9:00p ET,,Box Score,@,Utah Jazz,L,,69,116,12,11,L 1,
24,Tue Dec 5 2017,10:00p ET,,Box Score,@,Portland Trail Blazers,W,,106,92,13,11,W 1,
25,Thu Dec 7 2017,9:00p ET,,Box Score,@,Phoenix Suns,W,,109,99,14,11,W 2,
26,Sat Dec 9 2017,3:30p ET,,Box Score,@,Los Angeles Clippers,L,,112,113,14,12,L 1,
27,Tue Dec 12 2017,7:30p ET,,Box Score,@,Brooklyn Nets,L,,98,103,14,13,L 2,
28,Wed Dec 13 2017,7:00p ET,,Box Score,,Memphis Grizzlies,W,,93,87,15,13,W 1,
29,Fri Dec 15 2017,7:00p ET,,Box Score,,Los Angeles Clippers,W,,100,91,16,13,W 2,
30,Sun Dec 17 2017,6:00p ET,,Box Score,,Cleveland Cavaliers,L,,99,106,16,14,L 1,
31,Tue Dec 19 2017,7:00p ET,,Box Score,,New Orleans Pelicans,W,,116,106,17,14,W 1,
32,Fri Dec 22 2017,7:30p ET,,Box Score,@,Brooklyn Nets,L,,84,119,17,15,L 1,
33,Sat Dec 23 2017,7:00p ET,,Box Score,,Orlando Magic,W,,130,103,18,15,W 1,
34,Mon Dec 25 2017,5:30p ET,,Box Score,@,Boston Celtics,W,,111,103,19,15,W 2,
35,Wed Dec 27 2017,7:30p ET,,Box Score,@,Atlanta Hawks,L,,99,113,19,16,L 1,
36,Fri Dec 29 2017,7:00p ET,,Box Score,,Houston Rockets,W,,121,103,20,16,W 1,
37,Sun Dec 31 2017,3:30p ET,,Box Score,,Chicago Bulls,W,,114,110,21,16,W 2,
38,Wed Jan 3 2018,7:00p ET,,Box Score,,New York Knicks,W,,121,103,22,16,W 3,
39,Fri Jan 5 2018,9:30p ET,,Box Score,@,Memphis Grizzlies,W,,102,100,23,16,W 4,
40,Sat Jan 6 2018,8:00p ET,,Box Score,,Milwaukee Bucks,L,,103,110,23,17,L 1,
41,Wed Jan 10 2018,7:00p ET,,Box Score,,Utah Jazz,L,,104,107,23,18,L 2,
42,Fri Jan 12 2018,7:00p ET,,Box Score,,Orlando Magic,W,,125,119,24,18,W 1,
43,Sat Jan 13 2018,7:00p ET,,Box Score,,Brooklyn Nets,W,OT,119,113,25,18,W 2,
44,Mon Jan 15 2018,2:00p ET,,Box Score,,Milwaukee Bucks,L,,95,104,25,19,L 1,
45,Wed Jan 17 2018,7:00p ET,,Box Score,@,Charlotte Hornets,L,,109,133,25,20,L 2,
46,Fri Jan 19 2018,8:00p ET,,Box Score,@,Detroit Pistons,W,,122,112,26,20,W 1,
47,Mon Jan 22 2018,8:30p ET,,Box Score,@,Dallas Mavericks,L,,75,98,26,21,L 1,
48,Thu Jan 25 2018,8:00p ET,,Box Score,@,Oklahoma City Thunder,L,,112,121,26,22,L 2,
49,Sat Jan 27 2018,7:30p ET,,Box Score,@,Atlanta Hawks,W,,129,104,27,22,W 1,
50,Tue Jan 30 2018,7:00p ET,,Box Score,,Oklahoma City Thunder,W,,102,96,28,22,W 2,
51,Thu Feb 1 2018,7:00p ET,,Box Score,,Toronto Raptors,W,,122,119,29,22,W 3,
52,Sat Feb 3 2018,7:00p ET,,Box Score,@,Orlando Magic,W,,115,98,30,22,W 4,
53,Mon Feb 5 2018,7:00p ET,,Box Score,@,Indiana Pacers,W,,111,102,31,22,W 5,
54,Tue Feb 6 2018,8:00p ET,,Box Score,@,Philadelphia 76ers,L,,102,115,31,23,L 1,
55,Thu Feb 8 2018,8:00p ET,,Box Score,,Boston Celtics,L,OT,104,110,31,24,L 2,
56,Sat Feb 10 2018,8:00p ET,,Box Score,@,Chicago Bulls,W,,101,90,32,24,W 1,
57,Wed Feb 14 2018,7:30p ET,,Box Score,@,New York Knicks,W,,118,113,33,24,W 2,
58,Thu Feb 22 2018,8:00p ET,,Box Score,@,Cleveland Cavaliers,W,,110,103,34,24,W 3,
59,Fri Feb 23 2018,7:00p ET,,Box Score,,Charlotte Hornets,L,,105,122,34,25,L 1,
60,Sun Feb 25 2018,8:00p ET,,Box Score,,Philadelphia 76ers,W,,109,94,35,25,W 1,
61,Tue Feb 27 2018,8:00p ET,,Box Score,@,Milwaukee Bucks,W,,107,104,36,25,W 2,
62,Wed Feb 28 2018,8:00p ET,,Box Score,,Golden State Warriors,L,,101,109,36,26,L 1,
63,Fri Mar 2 2018,8:00p ET,,Box Score,,Toronto Raptors,L,,95,102,36,27,L 2,
64,Sun Mar 4 2018,6:00p ET,,Box Score,,Indiana Pacers,L,,95,98,36,28,L 3,
65,Tue Mar 6 2018,7:00p ET,,Box Score,,Miami Heat,W,OT,117,113,37,28,W 1,
66,Fri Mar 9 2018,8:00p ET,,Box Score,@,New Orleans Pelicans,W,,116,97,38,28,W 2,
67,Sat Mar 10 2018,7:30p ET,,Box Score,@,Miami Heat,L,,102,129,38,29,L 1,
68,Tue Mar 13 2018,7:00p ET,,Box Score,,Minnesota Timberwolves,L,,111,116,38,30,L 2,
69,Wed Mar 14 2018,8:00p ET,,Box Score,@,Boston Celtics,W,2OT,125,124,39,30,W 1,
70,Sat Mar 17 2018,7:00p ET,,Box Score,,Indiana Pacers,W,,109,102,40,30,W 2,
71,Wed Mar 21 2018,9:30p ET,,Box Score,@,San Antonio Spurs,L,,90,98,40,31,L 1,
72,Fri Mar 23 2018,7:00p ET,,Box Score,,Denver Nuggets,L,,100,108,40,32,L 2,
73,Sun Mar 25 2018,6:00p ET,,Box Score,,New York Knicks,L,,97,101,40,33,L 3,
74,Tue Mar 27 2018,7:00p ET,,Box Score,,San Antonio Spurs,W,,116,106,41,33,W 1,
75,Thu Mar 29 2018,7:00p ET,,Box Score,@,Detroit Pistons,L,,92,103,41,34,L 1,
76,Sat Mar 31 2018,3:00p ET,,Box Score,,Charlotte Hornets,W,,107,93,42,34,W 1,
77,Sun Apr 1 2018,3:30p ET,,Box Score,@,Chicago Bulls,L,,94,113,42,35,L 1,
78,Tue Apr 3 2018,8:00p ET,,Box Score,@,Houston Rockets,L,,104,120,42,36,L 2,
79,Thu Apr 5 2018,8:00p ET,,Box Score,@,Cleveland Cavaliers,L,,115,119,42,37,L 3,
80,Fri Apr 6 2018,7:00p ET,,Box Score,,Atlanta Hawks,L,,97,103,42,38,L 4,
81,Tue Apr 10 2018,8:00p ET,,Box Score,,Boston Celtics,W,,113,101,43,38,W 1,
82,Wed Apr 11 2018,8:00p ET,,Box Score,@,Orlando Magic,L,,92,101,43,39,L 1,
