G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
34,Fri Jan 6 2017,7:30p ET,,Box Score,@,Boston Celtics,L,,106,110,9,25,L 1,
35,Sun Jan 8 2017,12:00p ET,,Box Score,@,Brooklyn Nets,W,,105,95,10,25,W 1,
36,Wed Jan 11 2017,7:00p ET,,Box Score,,New York Knicks,W,,98,97,11,25,W 2,
37,Fri Jan 13 2017,7:00p ET,,Box Score,,Charlotte Hornets,W,,102,93,12,25,W 3,
38,Sat Jan 14 2017,8:00p ET,,Box Score,@,Washington Wizards,L,,93,109,12,26,L 1,
39,Mon Jan 16 2017,3:30p ET,,Box Score,@,Milwaukee Bucks,W,,113,104,13,26,W 1,
40,Wed Jan 18 2017,7:00p ET,,Box Score,,Toronto Raptors,W,,94,89,14,26,W 2,
41,Fri Jan 20 2017,7:00p ET,,Box Score,,Portland Trail Blazers,W,,93,92,15,26,W 3,
42,Sat Jan 21 2017,7:00p ET,,Box Score,@,Atlanta Hawks,L,,93,110,15,27,L 1,
43,Tue Jan 24 2017,7:00p ET,,Box Score,,Los Angeles Clippers,W,,121,110,16,27,W 1,
44,Wed Jan 25 2017,8:00p ET,,Box Score,@,Milwaukee Bucks,W,,114,109,17,27,W 2,
45,Fri Jan 27 2017,8:00p ET,,Box Score,,Houston Rockets,L,,118,123,17,28,L 1,
46,Sun Jan 29 2017,7:00p ET,,Box Score,@,Chicago Bulls,L,,108,121,17,29,L 2,
47,Mon Jan 30 2017,6:00p ET,,Box Score,,Sacramento Kings,W,,122,119,18,29,W 1,
48,Wed Feb 1 2017,8:30p ET,,Box Score,@,Dallas Mavericks,L,,95,113,18,30,L 1,
49,Thu Feb 2 2017,8:30p ET,,Box Score,@,San Antonio Spurs,L,,86,102,18,31,L 2,
50,Sat Feb 4 2017,7:30p ET,,Box Score,@,Miami Heat,L,,102,125,18,32,L 3,
51,Mon Feb 6 2017,7:30p ET,,Box Score,@,Detroit Pistons,L,,96,113,18,33,L 4,
52,Wed Feb 8 2017,7:00p ET,,Box Score,,San Antonio Spurs,L,,103,111,18,34,L 5,
53,Thu Feb 9 2017,7:00p ET,,Box Score,@,Orlando Magic,W,,112,111,19,34,W 1,
54,Sat Feb 11 2017,7:30p ET,,Box Score,,Miami Heat,W,,117,109,20,34,W 2,
55,Mon Feb 13 2017,7:00p ET,,Box Score,@,Charlotte Hornets,W,,105,99,21,34,W 3,
56,Wed Feb 15 2017,7:30p ET,,Box Score,@,Boston Celtics,L,,108,116,21,35,L 1,
57,Fri Feb 24 2017,7:00p ET,,Box Score,,Washington Wizards,W,,120,112,22,35,W 1,
58,Sat Feb 25 2017,7:30p ET,,Box Score,@,New York Knicks,L,,109,110,22,36,L 1,
59,Mon Feb 27 2017,7:00p ET,,Box Score,,Golden State Warriors,L,,108,119,22,37,L 2,
60,Wed Mar 1 2017,7:30p ET,,Box Score,@,Miami Heat,L,,98,125,22,38,L 3,
61,Fri Mar 3 2017,7:00p ET,,Box Score,,New York Knicks,W,,105,102,23,38,W 1,
62,Sat Mar 4 2017,6:00p ET,,Box Score,,Detroit Pistons,L,,106,136,23,39,L 1,
63,Mon Mar 6 2017,7:00p ET,,Box Score,,Milwaukee Bucks,L,,98,112,23,40,L 2,
64,Thu Mar 9 2017,10:00p ET,,Box Score,@,Portland Trail Blazers,L,OT,108,114,23,41,L 3,
65,Sat Mar 11 2017,3:30p ET,,Box Score,@,Los Angeles Clippers,L,,100,112,23,42,L 4,
66,Sun Mar 12 2017,9:30p ET,,Box Score,@,Los Angeles Lakers,W,,118,116,24,42,W 1,
67,Tue Mar 14 2017,10:30p ET,,Box Score,@,Golden State Warriors,L,,104,106,24,43,L 1,
68,Fri Mar 17 2017,7:00p ET,,Box Score,,Dallas Mavericks,W,,116,74,25,43,W 1,
69,Sun Mar 19 2017,1:00p ET,,Box Score,,Boston Celtics,W,,105,99,26,43,W 2,
70,Mon Mar 20 2017,7:00p ET,,Box Score,@,Orlando Magic,L,OT,109,112,26,44,L 1,
71,Wed Mar 22 2017,8:00p ET,,Box Score,@,Oklahoma City Thunder,L,,97,122,26,45,L 2,
72,Fri Mar 24 2017,8:00p ET,,Box Score,@,Chicago Bulls,W,,117,107,27,45,W 1,
73,Sun Mar 26 2017,6:00p ET,,Box Score,@,Indiana Pacers,L,,94,107,27,46,L 1,
74,Tue Mar 28 2017,7:30p ET,,Box Score,@,Brooklyn Nets,W,,106,101,28,46,W 1,
75,Wed Mar 29 2017,7:00p ET,,Box Score,,Atlanta Hawks,L,,92,99,28,47,L 1,
76,Fri Mar 31 2017,7:30p ET,,Box Score,@,Cleveland Cavaliers,L,,105,122,28,48,L 2,
77,Sun Apr 2 2017,6:00p ET,,Box Score,@,Toronto Raptors,L,,105,113,28,49,L 3,
78,Tue Apr 4 2017,7:00p ET,,Box Score,,Brooklyn Nets,L,,118,141,28,50,L 4,
79,Thu Apr 6 2017,7:00p ET,,Box Score,,Chicago Bulls,L,,90,102,28,51,L 5,
80,Sat Apr 8 2017,7:00p ET,,Box Score,,Milwaukee Bucks,L,,82,90,28,52,L 6,
81,Mon Apr 10 2017,7:00p ET,,Box Score,,Indiana Pacers,L,,111,120,28,53,L 7,
82,Wed Apr 12 2017,8:00p ET,,Box Score,@,New York Knicks,L,,113,114,28,54,L 8,
1,Wed Oct 18 2017,7:00p ET,,Box Score,@,Washington Wizards,L,,115,120,0,1,L 1,
2,Fri Oct 20 2017,7:00p ET,,Box Score,,Boston Celtics,L,,92,102,0,2,L 2,
3,Sat Oct 21 2017,7:30p ET,,Box Score,@,Toronto Raptors,L,,94,128,0,3,L 3,
4,Mon Oct 23 2017,7:00p ET,,Box Score,@,Detroit Pistons,W,,97,86,1,3,W 1,
5,Wed Oct 25 2017,7:00p ET,,Box Score,,Houston Rockets,L,,104,105,1,4,L 1,
6,Sat Oct 28 2017,8:30p ET,,Box Score,@,Dallas Mavericks,W,,112,110,2,4,W 1,
7,Mon Oct 30 2017,8:00p ET,,Box Score,@,Houston Rockets,W,,115,107,3,4,W 2,
8,Wed Nov 1 2017,7:00p ET,,Box Score,,Atlanta Hawks,W,,119,109,4,4,W 3,
9,Fri Nov 3 2017,7:00p ET,,Box Score,,Indiana Pacers,W,,121,110,5,4,W 4,
10,Tue Nov 7 2017,9:00p ET,,Box Score,@,Utah Jazz,W,,104,97,6,4,W 5,
11,Thu Nov 9 2017,10:00p ET,,Box Score,@,Sacramento Kings,L,,108,109,6,5,L 1,
12,Sat Nov 11 2017,8:30p ET,,Box Score,@,Golden State Warriors,L,,114,135,6,6,L 2,
13,Mon Nov 13 2017,10:30p ET,,Box Score,@,Los Angeles Clippers,W,,109,105,7,6,W 1,
14,Wed Nov 15 2017,10:30p ET,,Box Score,@,Los Angeles Lakers,W,,115,109,8,6,W 2,
15,Sat Nov 18 2017,7:30p ET,,Box Score,,Golden State Warriors,L,,116,124,8,7,L 1,
16,Mon Nov 20 2017,7:00p ET,,Box Score,,Utah Jazz,W,,107,86,9,7,W 1,
17,Wed Nov 22 2017,7:00p ET,,Box Score,,Portland Trail Blazers,W,,101,81,10,7,W 2,
18,Sat Nov 25 2017,7:00p ET,,Box Score,,Orlando Magic,W,,130,111,11,7,W 3,
19,Mon Nov 27 2017,7:00p ET,,Box Score,,Cleveland Cavaliers,L,,91,113,11,8,L 1,
20,Wed Nov 29 2017,7:00p ET,,Box Score,,Washington Wizards,W,,118,113,12,8,W 1,
21,Thu Nov 30 2017,7:30p ET,,Box Score,@,Boston Celtics,L,,97,108,12,9,L 1,
22,Sat Dec 2 2017,7:30p ET,,Box Score,,Detroit Pistons,W,,108,103,13,9,W 1,
23,Mon Dec 4 2017,7:00p ET,,Box Score,,Phoenix Suns,L,,101,115,13,10,L 1,
24,Thu Dec 7 2017,8:00p ET,,Box Score,,Los Angeles Lakers,L,,104,107,13,11,L 2,
25,Sat Dec 9 2017,8:00p ET,,Box Score,@,Cleveland Cavaliers,L,,98,105,13,12,L 3,
26,Sun Dec 10 2017,7:00p ET,,Box Score,@,New Orleans Pelicans,L,,124,131,13,13,L 4,
27,Tue Dec 12 2017,9:30p ET,,Box Score,@,Minnesota Timberwolves,W,OT,118,112,14,13,W 1,
28,Fri Dec 15 2017,7:00p ET,,Box Score,,Oklahoma City Thunder,L,3OT,117,119,14,14,L 1,
29,Mon Dec 18 2017,8:00p ET,,Box Score,@,Chicago Bulls,L,,115,117,14,15,L 2,
30,Tue Dec 19 2017,7:00p ET,,Box Score,,Sacramento Kings,L,,95,101,14,16,L 3,
31,Thu Dec 21 2017,7:00p ET,,Box Score,,Toronto Raptors,L,,109,114,14,17,L 4,
32,Sat Dec 23 2017,5:00p ET,,Box Score,@,Toronto Raptors,L,,86,102,14,18,L 5,
33,Mon Dec 25 2017,12:00p ET,,Box Score,@,New York Knicks,W,,105,98,15,18,W 1,
34,Thu Dec 28 2017,10:30p ET,,Box Score,@,Portland Trail Blazers,L,,110,114,15,19,L 1,
35,Sat Dec 30 2017,9:00p ET,,Box Score,@,Denver Nuggets,W,,107,102,16,19,W 1,
36,Sun Dec 31 2017,8:00p ET,,Box Score,@,Phoenix Suns,W,,123,110,17,19,W 2,
37,Wed Jan 3 2018,7:00p ET,,Box Score,,San Antonio Spurs,W,,112,106,18,19,W 3,
38,Fri Jan 5 2018,7:00p ET,,Box Score,,Detroit Pistons,W,,114,78,19,19,W 4,
39,Thu Jan 11 2018,3:00p ET,,Box Score,,Boston Celtics,L,,103,114,19,20,L 1,at London England
40,Mon Jan 15 2018,1:00p ET,,Box Score,,Toronto Raptors,W,,117,111,20,20,W 1,
41,Thu Jan 18 2018,7:00p ET,,Box Score,@,Boston Celtics,W,,89,80,21,20,W 2,
42,Sat Jan 20 2018,7:30p ET,,Box Score,,Milwaukee Bucks,W,,116,94,22,20,W 3,
43,Mon Jan 22 2018,8:00p ET,,Box Score,@,Memphis Grizzlies,L,,101,105,22,21,L 1,
44,Wed Jan 24 2018,7:00p ET,,Box Score,,Chicago Bulls,W,,115,101,23,21,W 1,
45,Fri Jan 26 2018,8:30p ET,,Box Score,@,San Antonio Spurs,W,,97,78,24,21,W 2,
46,Sun Jan 28 2018,6:00p ET,,Box Score,@,Oklahoma City Thunder,L,,112,122,24,22,L 1,
47,Mon Jan 29 2018,8:00p ET,,Box Score,@,Milwaukee Bucks,L,,95,107,24,23,L 2,
48,Wed Jan 31 2018,7:30p ET,,Box Score,@,Brooklyn Nets,L,,108,116,24,24,L 3,
49,Fri Feb 2 2018,8:00p ET,,Box Score,,Miami Heat,W,,103,97,25,24,W 1,
50,Sat Feb 3 2018,7:00p ET,,Box Score,@,Indiana Pacers,L,,92,100,25,25,L 1,
51,Tue Feb 6 2018,8:00p ET,,Box Score,,Washington Wizards,W,,115,102,26,25,W 1,
52,Fri Feb 9 2018,7:00p ET,,Box Score,,New Orleans Pelicans,W,,100,82,27,25,W 2,
53,Sat Feb 10 2018,7:00p ET,,Box Score,,Los Angeles Clippers,W,,112,98,28,25,W 3,
54,Mon Feb 12 2018,7:00p ET,,Box Score,,New York Knicks,W,,108,92,29,25,W 4,
55,Wed Feb 14 2018,7:00p ET,,Box Score,,Miami Heat,W,,104,102,30,25,W 5,
56,Thu Feb 22 2018,8:00p ET,,Box Score,@,Chicago Bulls,W,,116,115,31,25,W 6,
57,Sat Feb 24 2018,5:00p ET,,Box Score,,Orlando Magic,W,,116,105,32,25,W 7,
58,Sun Feb 25 2018,8:00p ET,,Box Score,@,Washington Wizards,L,,94,109,32,26,L 1,
59,Tue Feb 27 2018,7:30p ET,,Box Score,@,Miami Heat,L,,101,102,32,27,L 2,
60,Thu Mar 1 2018,8:00p ET,,Box Score,@,Cleveland Cavaliers,W,,108,97,33,27,W 1,
61,Fri Mar 2 2018,7:00p ET,,Box Score,,Charlotte Hornets,W,,110,99,34,27,W 2,
62,Sun Mar 4 2018,8:00p ET,,Box Score,@,Milwaukee Bucks,L,,110,118,34,28,L 1,
63,Tue Mar 6 2018,7:00p ET,,Box Score,@,Charlotte Hornets,W,,128,114,35,28,W 1,
64,Thu Mar 8 2018,7:30p ET,,Box Score,@,Miami Heat,L,,99,108,35,29,L 1,
65,Sun Mar 11 2018,7:30p ET,,Box Score,@,Brooklyn Nets,W,,120,97,36,29,W 1,
66,Tue Mar 13 2018,7:00p ET,,Box Score,,Indiana Pacers,L,,98,101,36,30,L 1,
67,Thu Mar 15 2018,7:30p ET,,Box Score,@,New York Knicks,W,,118,110,37,30,W 1,
68,Fri Mar 16 2018,7:00p ET,,Box Score,,Brooklyn Nets,W,,120,116,38,30,W 2,
69,Mon Mar 19 2018,7:00p ET,,Box Score,,Charlotte Hornets,W,,108,94,39,30,W 3,
70,Wed Mar 21 2018,7:00p ET,,Box Score,,Memphis Grizzlies,W,,119,105,40,30,W 4,
71,Thu Mar 22 2018,7:00p ET,,Box Score,@,Orlando Magic,W,,118,98,41,30,W 5,
72,Sat Mar 24 2018,6:00p ET,,Box Score,,Minnesota Timberwolves,W,,120,108,42,30,W 6,
73,Mon Mar 26 2018,7:00p ET,,Box Score,,Denver Nuggets,W,,123,104,43,30,W 7,
74,Wed Mar 28 2018,7:00p ET,,Box Score,,New York Knicks,W,,118,101,44,30,W 8,
75,Fri Mar 30 2018,7:30p ET,,Box Score,@,Atlanta Hawks,W,,101,91,45,30,W 9,
76,Sun Apr 1 2018,1:00p ET,,Box Score,@,Charlotte Hornets,W,,119,102,46,30,W 10,
77,Tue Apr 3 2018,7:00p ET,,Box Score,,Brooklyn Nets,W,,121,95,47,30,W 11,
78,Wed Apr 4 2018,7:00p ET,,Box Score,@,Detroit Pistons,W,,115,108,48,30,W 12,
79,Fri Apr 6 2018,7:00p ET,,Box Score,,Cleveland Cavaliers,W,,132,130,49,30,W 13,
80,Sun Apr 8 2018,1:00p ET,,Box Score,,Dallas Mavericks,W,,109,97,50,30,W 14,
81,Tue Apr 10 2018,7:30p ET,,Box Score,@,Atlanta Hawks,W,,121,113,51,30,W 15,
82,Wed Apr 11 2018,8:00p ET,,Box Score,,Milwaukee Bucks,W,,130,95,52,30,W 16,
