G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
29,Wed Dec 21 2016,7:30p ET,,Box Score,,Minnesota Timberwolves,L,,84,92,14,15,L 1,
30,Fri Dec 23 2016,9:00p ET,,Box Score,@,Denver Nuggets,W,,109,108,15,15,W 1,
31,Mon Dec 26 2016,8:00p ET,,Box Score,@,Minnesota Timberwolves,L,,90,104,15,16,L 1,
32,Wed Dec 28 2016,7:30p ET,,Box Score,,New York Knicks,W,OT,102,98,16,16,W 1,
33,Fri Dec 30 2016,8:00p ET,,Box Score,,Detroit Pistons,W,,105,98,17,16,W 2,
34,Sun Jan 1 2017,6:00p ET,,Box Score,,San Antonio Spurs,W,OT,114,112,18,16,W 3,
35,Wed Jan 4 2017,7:00p ET,,Box Score,@,Orlando Magic,W,,111,92,19,16,W 4,
36,Thu Jan 5 2017,8:00p ET,,Box Score,@,New Orleans Pelicans,W,,99,94,20,16,W 5,
37,Sat Jan 7 2017,8:30p ET,,Box Score,@,Dallas Mavericks,W,,97,82,21,16,W 6,
38,Tue Jan 10 2017,7:30p ET,,Box Score,@,Brooklyn Nets,W,,117,97,22,16,W 7,
39,Fri Jan 13 2017,8:00p ET,,Box Score,,Boston Celtics,L,,101,103,22,17,L 1,
40,Sun Jan 15 2017,3:00p ET,,Box Score,,Milwaukee Bucks,W,,111,98,23,17,W 1,
41,Mon Jan 16 2017,1:00p ET,,Box Score,@,New York Knicks,W,,108,107,24,17,W 2,
42,Wed Jan 18 2017,8:00p ET,,Box Score,@,Detroit Pistons,L,,95,118,24,18,L 1,
43,Fri Jan 20 2017,8:00p ET,,Box Score,,Chicago Bulls,W,,102,93,25,18,W 1,
44,Sat Jan 21 2017,7:00p ET,,Box Score,,Philadelphia 76ers,W,,110,93,26,18,W 2,
45,Mon Jan 23 2017,7:30p ET,,Box Score,,Los Angeles Clippers,L,,105,115,26,19,L 1,
46,Wed Jan 25 2017,8:00p ET,,Box Score,@,Chicago Bulls,W,,119,114,27,19,W 1,
47,Fri Jan 27 2017,8:00p ET,,Box Score,,Washington Wizards,L,,86,112,27,20,L 1,
48,Sun Jan 29 2017,3:00p ET,,Box Score,,New York Knicks,W,4OT,142,139,28,20,W 1,
49,Wed Feb 1 2017,7:30p ET,,Box Score,@,Miami Heat,L,,93,116,28,21,L 1,
50,Thu Feb 2 2017,8:00p ET,,Box Score,@,Houston Rockets,W,,113,108,29,21,W 1,
51,Sat Feb 4 2017,7:00p ET,,Box Score,,Orlando Magic,W,,113,86,30,21,W 2,
52,Mon Feb 6 2017,7:30p ET,,Box Score,,Utah Jazz,L,,95,120,30,22,L 1,
53,Wed Feb 8 2017,7:30p ET,,Box Score,,Denver Nuggets,W,,117,106,31,22,W 1,
54,Fri Feb 10 2017,10:30p ET,,Box Score,@,Sacramento Kings,L,,107,108,31,23,L 1,
55,Mon Feb 13 2017,10:30p ET,,Box Score,@,Portland Trail Blazers,W,OT,109,104,32,23,W 1,
56,Wed Feb 15 2017,10:30p ET,,Box Score,@,Los Angeles Clippers,L,,84,99,32,24,L 1,
57,Fri Feb 24 2017,8:00p ET,,Box Score,,Miami Heat,L,,90,108,32,25,L 2,
58,Sat Feb 25 2017,7:00p ET,,Box Score,@,Orlando Magic,L,,86,105,32,26,L 3,
59,Mon Feb 27 2017,7:30p ET,,Box Score,@,Boston Celtics,W,,114,98,33,26,W 1,
60,Wed Mar 1 2017,7:30p ET,,Box Score,,Dallas Mavericks,W,,100,95,34,26,W 2,
61,Fri Mar 3 2017,7:00p ET,,Box Score,,Cleveland Cavaliers,L,,130,135,34,27,L 1,
62,Sun Mar 5 2017,1:00p ET,,Box Score,,Indiana Pacers,L,,96,97,34,28,L 2,
63,Mon Mar 6 2017,7:30p ET,,Box Score,,Golden State Warriors,L,,111,119,34,29,L 3,
64,Wed Mar 8 2017,7:30p ET,,Box Score,,Brooklyn Nets,W,,110,105,35,29,W 1,
65,Fri Mar 10 2017,8:00p ET,,Box Score,,Toronto Raptors,W,,105,99,36,29,W 2,
66,Sat Mar 11 2017,9:00p ET,,Box Score,@,Memphis Grizzlies,W,,107,90,37,29,W 3,
67,Mon Mar 13 2017,8:00p ET,,Box Score,@,San Antonio Spurs,L,,99,107,37,30,L 1,
68,Thu Mar 16 2017,7:30p ET,,Box Score,,Memphis Grizzlies,L,,91,103,37,31,L 2,
69,Sat Mar 18 2017,6:00p ET,,Box Score,,Portland Trail Blazers,L,,97,113,37,32,L 3,
70,Mon Mar 20 2017,7:00p ET,,Box Score,@,Charlotte Hornets,L,,90,105,37,33,L 4,
71,Wed Mar 22 2017,8:00p ET,,Box Score,@,Washington Wizards,L,,100,104,37,34,L 5,
72,Fri Mar 24 2017,8:00p ET,,Box Score,@,Milwaukee Bucks,L,,97,100,37,35,L 6,
73,Sun Mar 26 2017,1:00p ET,,Box Score,,Brooklyn Nets,L,,92,107,37,36,L 7,
74,Tue Mar 28 2017,7:30p ET,,Box Score,,Phoenix Suns,W,,95,91,38,36,W 1,
75,Wed Mar 29 2017,7:00p ET,,Box Score,@,Philadelphia 76ers,W,,99,92,39,36,W 2,
76,Sat Apr 1 2017,5:00p ET,,Box Score,@,Chicago Bulls,L,,104,106,39,37,L 1,
77,Sun Apr 2 2017,6:00p ET,,Box Score,@,Brooklyn Nets,L,,82,91,39,38,L 2,
78,Thu Apr 6 2017,8:00p ET,,Box Score,,Boston Celtics,W,,123,116,40,38,W 1,
79,Fri Apr 7 2017,7:30p ET,,Box Score,@,Cleveland Cavaliers,W,,114,100,41,38,W 2,
80,Sun Apr 9 2017,3:30p ET,,Box Score,,Cleveland Cavaliers,W,OT,126,125,42,38,W 3,
81,Tue Apr 11 2017,7:30p ET,,Box Score,,Charlotte Hornets,W,,103,76,43,38,W 4,
82,Wed Apr 12 2017,8:00p ET,,Box Score,@,Indiana Pacers,L,,86,104,43,39,L 1,
1,Wed Oct 18 2017,8:30p ET,,Box Score,@,Dallas Mavericks,W,,117,111,1,0,W 1,
2,Fri Oct 20 2017,7:00p ET,,Box Score,@,Charlotte Hornets,L,,91,109,1,1,L 1,
3,Sun Oct 22 2017,3:30p ET,,Box Score,@,Brooklyn Nets,L,,104,116,1,2,L 2,
4,Mon Oct 23 2017,7:30p ET,,Box Score,@,Miami Heat,L,,93,104,1,3,L 3,
5,Thu Oct 26 2017,8:00p ET,,Box Score,@,Chicago Bulls,L,,86,91,1,4,L 4,
6,Fri Oct 27 2017,7:30p ET,,Box Score,,Denver Nuggets,L,,100,105,1,5,L 5,
7,Sun Oct 29 2017,3:30p ET,,Box Score,,Milwaukee Bucks,L,,106,117,1,6,L 6,
8,Wed Nov 1 2017,7:00p ET,,Box Score,@,Philadelphia 76ers,L,,109,119,1,7,L 7,
9,Fri Nov 3 2017,7:30p ET,,Box Score,,Houston Rockets,L,,104,119,1,8,L 8,
10,Sun Nov 5 2017,3:00p ET,,Box Score,@,Cleveland Cavaliers,W,,117,115,2,8,W 1,
11,Mon Nov 6 2017,7:30p ET,,Box Score,,Boston Celtics,L,,107,110,2,9,L 1,
12,Fri Nov 10 2017,7:00p ET,,Box Score,@,Detroit Pistons,L,,104,111,2,10,L 2,
13,Sat Nov 11 2017,7:00p ET,,Box Score,@,Washington Wizards,L,,94,113,2,11,L 3,
14,Mon Nov 13 2017,8:00p ET,,Box Score,@,New Orleans Pelicans,L,,105,106,2,12,L 4,
15,Wed Nov 15 2017,7:30p ET,,Box Score,,Sacramento Kings,W,,126,80,3,12,W 1,
16,Sat Nov 18 2017,7:30p ET,,Box Score,,Boston Celtics,L,,99,110,3,13,L 1,
17,Mon Nov 20 2017,8:30p ET,,Box Score,@,San Antonio Spurs,L,,85,96,3,14,L 2,
18,Wed Nov 22 2017,7:30p ET,,Box Score,,Los Angeles Clippers,L,,103,116,3,15,L 3,
19,Fri Nov 24 2017,7:30p ET,,Box Score,,New York Knicks,W,,116,104,4,15,W 1,
20,Sat Nov 25 2017,7:30p ET,,Box Score,,Toronto Raptors,L,,78,112,4,16,L 1,
21,Thu Nov 30 2017,7:30p ET,,Box Score,,Cleveland Cavaliers,L,,114,121,4,17,L 2,
22,Sat Dec 2 2017,3:00p ET,,Box Score,@,Brooklyn Nets,W,,114,102,5,17,W 1,
23,Mon Dec 4 2017,7:30p ET,,Box Score,,Brooklyn Nets,L,,90,110,5,18,L 1,
24,Wed Dec 6 2017,7:00p ET,,Box Score,@,Orlando Magic,L,OT,106,110,5,19,L 2,
25,Sat Dec 9 2017,7:30p ET,,Box Score,,Orlando Magic,W,,117,110,6,19,W 1,
26,Sun Dec 10 2017,7:30p ET,,Box Score,@,New York Knicks,L,,107,111,6,20,L 1,
27,Tue Dec 12 2017,7:00p ET,,Box Score,@,Cleveland Cavaliers,L,,114,123,6,21,L 2,
28,Thu Dec 14 2017,7:30p ET,,Box Score,,Detroit Pistons,L,,91,105,6,22,L 3,
29,Fri Dec 15 2017,8:00p ET,,Box Score,@,Memphis Grizzlies,L,,94,96,6,23,L 4,
30,Mon Dec 18 2017,7:30p ET,,Box Score,,Miami Heat,W,,110,104,7,23,W 1,
31,Wed Dec 20 2017,7:30p ET,,Box Score,,Indiana Pacers,L,,95,105,7,24,L 1,
32,Fri Dec 22 2017,8:00p ET,,Box Score,@,Oklahoma City Thunder,L,,117,120,7,25,L 2,
33,Sat Dec 23 2017,7:30p ET,,Box Score,,Dallas Mavericks,W,,112,107,8,25,W 1,
34,Wed Dec 27 2017,7:30p ET,,Box Score,,Washington Wizards,W,,113,99,9,25,W 2,
35,Fri Dec 29 2017,7:30p ET,,Box Score,@,Toronto Raptors,L,,98,111,9,26,L 1,
36,Sat Dec 30 2017,7:30p ET,,Box Score,,Portland Trail Blazers,W,,104,89,10,26,W 1,
37,Tue Jan 2 2018,9:00p ET,,Box Score,@,Phoenix Suns,L,,103,104,10,27,L 1,
38,Fri Jan 5 2018,10:00p ET,,Box Score,@,Portland Trail Blazers,L,,89,110,10,28,L 2,
39,Sun Jan 7 2018,9:30p ET,,Box Score,@,Los Angeles Lakers,L,,113,132,10,29,L 3,
40,Mon Jan 8 2018,10:30p ET,,Box Score,@,Los Angeles Clippers,L,,107,108,10,30,L 4,
41,Wed Jan 10 2018,9:00p ET,,Box Score,@,Denver Nuggets,W,,110,97,11,30,W 1,
42,Fri Jan 12 2018,7:30p ET,,Box Score,,Brooklyn Nets,L,,105,110,11,31,L 1,
43,Mon Jan 15 2018,3:00p ET,,Box Score,,San Antonio Spurs,W,,102,99,12,31,W 1,
44,Wed Jan 17 2018,7:30p ET,,Box Score,,New Orleans Pelicans,W,,94,93,13,31,W 2,
45,Sat Jan 20 2018,5:00p ET,,Box Score,,Chicago Bulls,L,,97,113,13,32,L 1,
46,Mon Jan 22 2018,7:30p ET,,Box Score,,Utah Jazz,W,,104,90,14,32,W 1,
47,Wed Jan 24 2018,7:30p ET,,Box Score,,Toronto Raptors,L,,93,108,14,33,L 1,
48,Fri Jan 26 2018,7:00p ET,,Box Score,@,Charlotte Hornets,L,,110,121,14,34,L 2,
49,Sat Jan 27 2018,7:30p ET,,Box Score,,Washington Wizards,L,,104,129,14,35,L 3,
50,Mon Jan 29 2018,7:30p ET,,Box Score,,Minnesota Timberwolves,W,,105,100,15,35,W 1,
51,Wed Jan 31 2018,7:30p ET,,Box Score,,Charlotte Hornets,L,,110,123,15,36,L 1,
52,Fri Feb 2 2018,7:30p ET,,Box Score,@,Boston Celtics,L,,110,119,15,37,L 2,
53,Sun Feb 4 2018,12:00p ET,,Box Score,@,New York Knicks,W,,99,96,16,37,W 1,
54,Tue Feb 6 2018,7:30p ET,,Box Score,,Memphis Grizzlies,W,,108,82,17,37,W 2,
55,Thu Feb 8 2018,7:00p ET,,Box Score,@,Orlando Magic,L,,98,100,17,38,L 1,
56,Fri Feb 9 2018,7:30p ET,,Box Score,,Cleveland Cavaliers,L,,107,123,17,39,L 2,
57,Sun Feb 11 2018,3:30p ET,,Box Score,,Detroit Pistons,W,,118,115,18,39,W 1,
58,Tue Feb 13 2018,8:00p ET,,Box Score,@,Milwaukee Bucks,L,,92,97,18,40,L 1,
59,Wed Feb 14 2018,7:00p ET,,Box Score,@,Detroit Pistons,L,,98,104,18,41,L 2,
60,Fri Feb 23 2018,7:00p ET,,Box Score,@,Indiana Pacers,L,,93,116,18,42,L 3,
61,Mon Feb 26 2018,7:30p ET,,Box Score,,Los Angeles Lakers,L,,104,123,18,43,L 4,
62,Wed Feb 28 2018,7:30p ET,,Box Score,,Indiana Pacers,W,,107,102,19,43,W 1,
63,Fri Mar 2 2018,7:30p ET,,Box Score,,Golden State Warriors,L,,109,114,19,44,L 1,
64,Sun Mar 4 2018,3:30p ET,,Box Score,,Phoenix Suns,W,,113,112,20,44,W 1,
65,Tue Mar 6 2018,7:00p ET,,Box Score,@,Toronto Raptors,L,,90,106,20,45,L 1,
66,Fri Mar 9 2018,7:00p ET,,Box Score,@,Indiana Pacers,L,,87,112,20,46,L 2,
67,Sun Mar 11 2018,3:30p ET,,Box Score,,Chicago Bulls,L,,122,129,20,47,L 3,
68,Tue Mar 13 2018,7:30p ET,,Box Score,,Oklahoma City Thunder,L,,107,119,20,48,L 4,
69,Thu Mar 15 2018,7:30p ET,,Box Score,,Charlotte Hornets,L,,117,129,20,49,L 5,
70,Sat Mar 17 2018,6:00p ET,,Box Score,@,Milwaukee Bucks,L,,117,122,20,50,L 6,
71,Tue Mar 20 2018,9:00p ET,,Box Score,@,Utah Jazz,W,,99,94,21,50,W 1,
72,Thu Mar 22 2018,10:00p ET,,Box Score,@,Sacramento Kings,L,,90,105,21,51,L 1,
73,Fri Mar 23 2018,10:30p ET,,Box Score,@,Golden State Warriors,L,,94,106,21,52,L 2,
74,Sun Mar 25 2018,8:00p ET,,Box Score,@,Houston Rockets,L,,99,118,21,53,L 3,
75,Wed Mar 28 2018,8:00p ET,,Box Score,@,Minnesota Timberwolves,L,,114,126,21,54,L 4,
76,Fri Mar 30 2018,7:30p ET,,Box Score,,Philadelphia 76ers,L,,91,101,21,55,L 5,
77,Sun Apr 1 2018,6:00p ET,,Box Score,,Orlando Magic,W,,94,88,22,55,W 1,
78,Tue Apr 3 2018,7:30p ET,,Box Score,@,Miami Heat,L,,98,101,22,56,L 1,
79,Wed Apr 4 2018,7:30p ET,,Box Score,,Miami Heat,L,,86,115,22,57,L 2,
80,Fri Apr 6 2018,7:00p ET,,Box Score,@,Washington Wizards,W,,103,97,23,57,W 1,
81,Sun Apr 8 2018,1:00p ET,,Box Score,@,Boston Celtics,W,,112,106,24,57,W 2,
82,Tue Apr 10 2018,7:30p ET,,Box Score,,Philadelphia 76ers,L,,113,121,24,58,L 1,
