G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
26,Sun Dec 10 2017,3:30p ET,,Box Score,,Toronto Raptors,L,,87,102,8,18,L 1,
27,Tue Dec 12 2017,10:00p ET,,Box Score,,Phoenix Suns,W,,99,92,9,18,W 1,
28,Thu Dec 14 2017,8:00p ET,,Box Score,@,Minnesota Timberwolves,L,,96,119,9,19,L 1,
29,Sun Dec 17 2017,3:30p ET,,Box Score,@,Toronto Raptors,L,,93,108,9,20,L 2,
30,Tue Dec 19 2017,7:00p ET,,Box Score,@,Philadelphia 76ers,W,,101,95,10,20,W 1,
31,Wed Dec 20 2017,7:30p ET,,Box Score,@,Brooklyn Nets,W,,104,99,11,20,W 2,
32,Sat Dec 23 2017,10:00p ET,,Box Score,,San Antonio Spurs,L,,99,108,11,21,L 1,
33,Tue Dec 26 2017,10:30p ET,,Box Score,@,Los Angeles Clippers,L,,95,122,11,22,L 2,
34,Wed Dec 27 2017,10:00p ET,,Box Score,,Cleveland Cavaliers,W,,109,95,12,22,W 1,
35,Fri Dec 29 2017,10:00p ET,,Box Score,,Phoenix Suns,L,,101,111,12,23,L 1,
36,Sun Dec 31 2017,7:00p ET,,Box Score,,Memphis Grizzlies,L,,96,114,12,24,L 2,
37,Tue Jan 2 2018,10:00p ET,,Box Score,,Charlotte Hornets,L,,111,131,12,25,L 3,
38,Sat Jan 6 2018,10:00p ET,,Box Score,,Denver Nuggets,W,,106,98,13,25,W 1,
39,Mon Jan 8 2018,10:00p ET,,Box Score,,San Antonio Spurs,L,,100,107,13,26,L 1,
40,Tue Jan 9 2018,10:30p ET,,Box Score,@,Los Angeles Lakers,L,,86,99,13,27,L 2,
41,Thu Jan 11 2018,10:00p ET,,Box Score,,Los Angeles Clippers,L,,115,121,13,28,L 3,
42,Sat Jan 13 2018,3:30p ET,,Box Score,@,Los Angeles Clippers,L,,105,126,13,29,L 4,
43,Mon Jan 15 2018,8:00p ET,,Box Score,@,Oklahoma City Thunder,L,,88,95,13,30,L 5,
44,Wed Jan 17 2018,10:00p ET,,Box Score,,Utah Jazz,L,,105,120,13,31,L 6,
45,Fri Jan 19 2018,8:00p ET,,Box Score,@,Memphis Grizzlies,L,,88,106,13,32,L 7,
46,Mon Jan 22 2018,7:00p ET,,Box Score,@,Charlotte Hornets,L,,107,112,13,33,L 8,
47,Tue Jan 23 2018,7:00p ET,,Box Score,@,Orlando Magic,W,,105,99,14,33,W 1,
48,Thu Jan 25 2018,7:30p ET,,Box Score,@,Miami Heat,W,,89,88,15,33,W 2,
49,Sun Jan 28 2018,7:00p ET,,Box Score,@,San Antonio Spurs,L,,98,113,15,34,L 1,
50,Tue Jan 30 2018,8:00p ET,,Box Score,@,New Orleans Pelicans,W,,114,103,16,34,W 1,
51,Fri Feb 2 2018,10:30p ET,,Box Score,,Golden State Warriors,L,,104,119,16,35,L 1,
52,Sat Feb 3 2018,10:00p ET,,Box Score,,Dallas Mavericks,L,,99,106,16,36,L 2,
53,Mon Feb 5 2018,10:00p ET,,Box Score,,Chicago Bulls,W,,104,98,17,36,W 1,
54,Fri Feb 9 2018,10:30p ET,,Box Score,,Portland Trail Blazers,L,,100,118,17,37,L 1,
55,Sun Feb 11 2018,7:00p ET,,Box Score,@,Minnesota Timberwolves,L,,106,111,17,38,L 2,
56,Tue Feb 13 2018,8:30p ET,,Box Score,@,Dallas Mavericks,W,,114,109,18,38,W 1,
57,Wed Feb 14 2018,8:00p ET,,Box Score,@,Houston Rockets,L,,91,100,18,39,L 1,
58,Thu Feb 22 2018,10:00p ET,,Box Score,,Oklahoma City Thunder,L,,107,110,18,40,L 2,
59,Sat Feb 24 2018,10:00p ET,,Box Score,,Los Angeles Lakers,L,,108,113,18,41,L 3,
60,Mon Feb 26 2018,10:00p ET,,Box Score,,Minnesota Timberwolves,L,,100,118,18,42,L 4,
61,Tue Feb 27 2018,10:00p ET,,Box Score,@,Portland Trail Blazers,L,,99,116,18,43,L 5,
62,Thu Mar 1 2018,10:00p ET,,Box Score,,Brooklyn Nets,W,OT,116,111,19,43,W 1,
63,Sat Mar 3 2018,10:00p ET,,Box Score,,Utah Jazz,L,,91,98,19,44,L 1,
64,Sun Mar 4 2018,9:00p ET,,Box Score,,New York Knicks,W,,102,99,20,44,W 1,
65,Wed Mar 7 2018,10:00p ET,,Box Score,,New Orleans Pelicans,L,,101,114,20,45,L 1,
66,Fri Mar 9 2018,10:00p ET,,Box Score,,Orlando Magic,W,,94,88,21,45,W 1,
67,Sun Mar 11 2018,5:00p ET,,Box Score,@,Denver Nuggets,L,,104,130,21,46,L 1,
68,Mon Mar 12 2018,8:00p ET,,Box Score,@,Oklahoma City Thunder,L,,101,106,21,47,L 2,
69,Wed Mar 14 2018,10:00p ET,,Box Score,,Miami Heat,W,OT,123,119,22,47,W 1,
70,Fri Mar 16 2018,10:30p ET,,Box Score,@,Golden State Warriors,W,,98,93,23,47,W 2,
71,Sat Mar 17 2018,9:00p ET,,Box Score,@,Utah Jazz,L,,97,103,23,48,L 1,
72,Mon Mar 19 2018,10:00p ET,,Box Score,,Detroit Pistons,L,,90,106,23,49,L 2,
73,Thu Mar 22 2018,10:00p ET,,Box Score,,Atlanta Hawks,W,,105,90,24,49,W 1,
74,Sun Mar 25 2018,6:00p ET,,Box Score,,Boston Celtics,L,,93,104,24,50,L 1,
75,Tue Mar 27 2018,10:00p ET,,Box Score,,Dallas Mavericks,L,,97,103,24,51,L 2,
76,Thu Mar 29 2018,10:00p ET,,Box Score,,Indiana Pacers,L,,103,106,24,52,L 3,
77,Sat Mar 31 2018,10:00p ET,,Box Score,,Golden State Warriors,L,,96,112,24,53,L 4,
78,Sun Apr 1 2018,9:30p ET,,Box Score,@,Los Angeles Lakers,W,,84,83,25,53,W 1,
79,Tue Apr 3 2018,10:00p ET,,Box Score,@,Phoenix Suns,L,,94,97,25,54,L 1,
80,Fri Apr 6 2018,8:00p ET,,Box Score,@,Memphis Grizzlies,W,,94,93,26,54,W 1,
81,Mon Apr 9 2018,8:30p ET,,Box Score,@,San Antonio Spurs,L,,85,98,26,55,L 1,
82,Wed Apr 11 2018,10:30p ET,,Box Score,,Houston Rockets,W,,96,83,27,55,W 1,
