AWAY,HOME,CHANNEL,GAME_DATE,TIME
Nuggets,Clippers,BesTV,04/08/2018,03:30AM
Bucks,Knicks,JinBaoSportsHD,04/08/2018,07:30AM
Bucks,Knicks,BesTV,04/08/2018,07:30AM
Nets,Bulls,BesTV,04/08/2018,08:00AM
Thunder,Rockets,GuangdongTV,04/08/2018,08:30AM
Thunder,Rockets,CCTV5,04/08/2018,08:30AM
Pelicans,Warriors,QQ.com,04/08/2018,08:30AM
Pelicans,Warriors,BesTV,04/08/2018,08:30AM
Trail_Blazers,Spurs,QQ.com,04/08/2018,09:00AM
Trail_Blazers,Spurs,BesTV,04/08/2018,09:00AM
Pacers,Hornets,BesTV,04/09/2018,01:00AM
Mavericks,76ers,JinBaoSportsHD,04/09/2018,01:00AM
Hawks,Celtics,BesTV,04/09/2018,01:00AM
Pistons,Grizzlies,BesTV,04/09/2018,03:30AM
Magic,Raptors,JinBaoSportsHD,04/09/2018,06:00AM
Magic,Raptors,BesTV,04/09/2018,06:00AM
Jazz,Lakers,BesTV,04/09/2018,06:00AM
Warriors,Suns,QQ.com,04/09/2018,09:00AM
Warriors,Suns,BesTV,04/09/2018,09:00AM
Raptors,Pistons,BesTV,04/10/2018,07:00AM
Bulls,Nets,BesTV,04/10/2018,07:30AM
Thunder,Heat,JinBaoSportsHD,04/10/2018,07:30AM
Thunder,Heat,QQ.com,04/10/2018,07:30AM
Thunder,Heat,BesTV,04/10/2018,07:30AM
Cavaliers,Knicks,BesTV,04/10/2018,07:30AM
Magic,Bucks,BesTV,04/10/2018,08:00AM
Grizzlies,Timberwolves,BesTV,04/10/2018,08:00AM
Kings,Spurs,BesTV,04/10/2018,08:30AM
Trail_Blazers,Nuggets,GuangdongTV,04/10/2018,09:00AM
Trail_Blazers,Nuggets,CCTV5,04/10/2018,09:00AM
Trail_Blazers,Nuggets,BesTV,04/10/2018,09:00AM
Pelicans,Clippers,QQ.com,04/10/2018,10:30AM
Pelicans,Clippers,BesTV,04/10/2018,10:30AM
Hornets,Pacers,BesTV,04/11/2018,07:00AM
76ers,Hawks,JinBaoSportsHD,04/11/2018,07:30AM
76ers,Hawks,BesTV,04/11/2018,07:30AM
Celtics,Wizards,GuangdongTV,04/11/2018,08:00AM
Celtics,Wizards,QQ.com,04/11/2018,08:00AM
Celtics,Wizards,BesTV,04/11/2018,08:00AM
Suns,Mavericks,BesTV,04/11/2018,08:30AM
Warriors,Jazz,CCTV5,04/11/2018,09:00AM
Warriors,Jazz,BesTV,04/11/2018,09:00AM
Rockets,Lakers,QQ.com,04/11/2018,10:30AM
Rockets,Lakers,BesTV,04/11/2018,10:30AM
Nets,Celtics,BesTV,04/12/2018,08:00AM
Knicks,Cavaliers,BesTV,04/12/2018,08:00AM
Raptors,Heat,BesTV,04/12/2018,08:00AM
Wizards,Magic,BesTV,04/12/2018,08:00AM
Bucks,76ers,BesTV,04/12/2018,08:00AM
Nuggets,Timberwolves,QQ.com,04/12/2018,08:00AM
Nuggets,Timberwolves,GuangdongTV,04/12/2018,08:00AM
Nuggets,Timberwolves,CCTV5,04/12/2018,08:00AM
Nuggets,Timberwolves,BesTV,04/12/2018,08:00AM
Spurs,Pelicans,JinBaoSportsHD,04/12/2018,08:00AM
Spurs,Pelicans,QQ.com,04/12/2018,08:00AM
Spurs,Pelicans,BesTV,04/12/2018,08:00AM
Grizzlies,Thunder,BesTV,04/12/2018,08:00AM
Lakers,Clippers,JinBaoSportsHD,04/12/2018,10:30AM
Lakers,Clippers,QQ.com,04/12/2018,10:30AM
Lakers,Clippers,BesTV,04/12/2018,10:30AM
Jazz,Trail_Blazers,QQ.com,04/12/2018,10:30AM
Jazz,Trail_Blazers,BesTV,04/12/2018,10:30AM
Rockets,Kings,BesTV,04/12/2018,10:30AM
Spurs,Warriors,BesTV,04/15/2018,03:00AM
Spurs,Warriors,QQ.com,04/15/2018,03:00AM
Wizards,Raptors,BesTV,04/15/2018,05:30AM
Wizards,Raptors,QQ.com,04/15/2018,05:30AM
Heat,76ers,BesTV,04/15/2018,08:00AM
Heat,76ers,QQ.com,04/15/2018,08:00AM
Heat,76ers,GreatSportsChannel,04/15/2018,08:00AM
Pelicans,Trail_Blazers,BesTV,04/15/2018,10:30AM
Pelicans,Trail_Blazers,QQ.com,04/15/2018,10:30AM
Pelicans,Trail_Blazers,CCTV5,04/15/2018,10:30AM
Pelicans,Trail_Blazers,GuangdongTV,04/15/2018,10:30AM
Bucks,Celtics,BesTV,04/16/2018,01:00AM
Bucks,Celtics,QQ.com,04/16/2018,01:00AM
Pacers,Cavaliers,BesTV,04/16/2018,03:30AM
Pacers,Cavaliers,QQ.com,04/16/2018,03:30AM
Jazz,Thunder,BesTV,04/16/2018,06:30AM
Jazz,Thunder,QQ.com,04/16/2018,06:30AM
Timberwolves,Rockets,BesTV,04/16/2018,09:00AM
Timberwolves,Rockets,QQ.com,04/16/2018,09:00AM
Heat,76ers,BesTV,04/17/2018,08:00AM
Heat,76ers,QQ.com,04/17/2018,08:00AM
Heat,76ers,CCTV5,04/17/2018,08:00AM
Spurs,Warriors,BesTV,04/17/2018,10:30AM
Spurs,Warriors,QQ.com,04/17/2018,10:30AM
Spurs,Warriors,CCTV5,04/17/2018,10:30AM
Wizards,Raptors,BesTV,04/18/2018,07:00AM
Wizards,Raptors,QQ.com,04/18/2018,07:00AM
Wizards,Raptors,JinBaoSportsHD,04/18/2018,07:00AM
Bucks,Celtics,BesTV,04/18/2018,08:00AM
Bucks,Celtics,QQ.com,04/18/2018,08:00AM
Bucks,Celtics,CCTV5,04/18/2018,08:00AM
Bucks,Celtics,GuangdongTV,04/18/2018,08:00AM
Pelicans,Trail_Blazers,BesTV,04/18/2018,10:30AM
Pelicans,Trail_Blazers,QQ.com,04/18/2018,10:30AM
Pelicans,Trail_Blazers,CCTV5,04/18/2018,10:30AM
Pacers,Cavaliers,BesTV,04/19/2018,07:00AM
Pacers,Cavaliers,QQ.com,04/19/2018,07:00AM
Jazz,Thunder,BesTV,04/19/2018,08:00AM
Jazz,Thunder,QQ.com,04/19/2018,08:00AM
Jazz,Thunder,JinBaoSportsHD,04/19/2018,08:00AM
Timberwolves,Rockets,BesTV,04/19/2018,09:30AM
Timberwolves,Rockets,QQ.com,04/19/2018,09:30AM
76ers,Heat,BesTV,04/20/2018,07:00AM
76ers,Heat,QQ.com,04/20/2018,07:00AM
Trail_Blazers,Pelicans,BesTV,04/20/2018,09:00AM
Trail_Blazers,Pelicans,QQ.com,04/20/2018,09:00AM
Trail_Blazers,Pelicans,JinBaoSportsHD,04/20/2018,09:00AM
Warriors,Spurs,BesTV,04/20/2018,09:30AM
Warriors,Spurs,QQ.com,04/20/2018,09:30AM
Warriors,Spurs,CCTV5,04/20/2018,09:30AM
Cavaliers,Pacers,BesTV,04/21/2018,07:00AM
Cavaliers,Pacers,QQ.com,04/21/2018,07:00AM
Cavaliers,Pacers,GuangdongTV,04/21/2018,07:00AM
Raptors,Wizards,BesTV,04/21/2018,08:00AM
Raptors,Wizards,QQ.com,04/21/2018,08:00AM
Raptors,Wizards,JinBaoSportsHD,04/21/2018,08:00AM
Raptors,Wizards,GreatSportsChannel,04/21/2018,08:00AM
Celtics,Bucks,BesTV,04/21/2018,09:30AM
Celtics,Bucks,QQ.com,04/21/2018,09:30AM
Celtics,Bucks,CCTV5,04/21/2018,09:30AM
76ers,Heat,BesTV,04/22/2018,02:30AM
76ers,Heat,QQ.com,04/22/2018,02:30AM
Trail_Blazers,Pelicans,BesTV,04/22/2018,05:00AM
Trail_Blazers,Pelicans,QQ.com,04/22/2018,05:00AM
Rockets,Timberwolves,BesTV,04/22/2018,07:30AM
Rockets,Timberwolves,QQ.com,04/22/2018,07:30AM
Rockets,Timberwolves,GuangdongTV,04/22/2018,07:30AM
Thunder,Jazz,BesTV,04/22/2018,10:00AM
Thunder,Jazz,QQ.com,04/22/2018,10:00AM
Thunder,Jazz,CCTV5,04/22/2018,10:00AM
Celtics,Bucks,BesTV,04/23/2018,01:00AM
Celtics,Bucks,QQ.com,04/23/2018,01:00AM
Warriors,Spurs,BesTV,04/23/2018,03:30AM
Warriors,Spurs,QQ.com,04/23/2018,03:30AM
Raptors,Wizards,BesTV,04/23/2018,06:00AM
Raptors,Wizards,QQ.com,04/23/2018,06:00AM
Cavaliers,Pacers,BesTV,04/23/2018,08:30AM
Cavaliers,Pacers,QQ.com,04/23/2018,08:30AM
Rockets,Timberwolves,BesTV,04/24/2018,08:00AM
Rockets,Timberwolves,QQ.com,04/24/2018,08:00AM
Rockets,Timberwolves,CCTV5,04/24/2018,08:00AM
Thunder,Jazz,BesTV,04/24/2018,10:30AM
Thunder,Jazz,QQ.com,04/24/2018,10:30AM
Thunder,Jazz,CCTV5,04/24/2018,10:30AM
Bucks,Celtics,BesTV,04/25/2018,07:00AM
Bucks,Celtics,QQ.com,04/25/2018,07:00AM
Bucks,Celtics,JinBaoSportsHD,04/25/2018,07:00AM
Heat,76ers,BesTV,04/25/2018,08:00AM
Heat,76ers,CCTV5,04/25/2018,08:00AM
Heat,76ers,QQ.com,04/25/2018,08:00AM
Spurs,Warriors,BesTV,04/25/2018,10:30AM
Spurs,Warriors,CCTV5,04/25/2018,10:30AM
Spurs,Warriors,QQ.com,04/25/2018,10:30AM
Wizards,Raptors,BesTV,04/26/2018,07:00AM
Wizards,Raptors,QQ.com,04/26/2018,07:00AM
Wizards,Raptors,JinBaoSportsHD,04/26/2018,07:00AM
Pacers,Cavaliers,BesTV,04/26/2018,07:00AM
Pacers,Cavaliers,QQ.com,04/26/2018,07:00AM
Timberwolves,Rockets,BesTV,04/26/2018,09:30AM
Timberwolves,Rockets,QQ.com,04/26/2018,09:30AM
Timberwolves,Rockets,CCTV5,04/26/2018,09:30AM
Jazz,Thunder,BesTV,04/26/2018,09:30AM
Jazz,Thunder,QQ.com,04/26/2018,09:30AM
Celtics,Bucks,QQ.com,04/27/2018,08:00AM
Celtics,Bucks,BesTV,04/27/2018,08:00AM
Raptors,Wizards,QQ.com,04/28/2018,07:00AM
Raptors,Wizards,BesTV,04/28/2018,07:00AM
Cavaliers,Pacers,GuangdongTV,04/28/2018,08:00AM
Cavaliers,Pacers,CCTV5,04/28/2018,08:00AM
Cavaliers,Pacers,QQ.com,04/28/2018,08:00AM
Cavaliers,Pacers,GreatSportsChannel,04/28/2018,08:00AM
Thunder,Jazz,CCTV5,04/28/2018,10:30AM
Thunder,Jazz,QQ.com,04/28/2018,10:30AM
Bucks,Celtics,BesTV,04/29/2018,08:00AM
Bucks,Celtics,QQ.com,04/29/2018,08:00AM
Pelicans,Warriors,GuangdongTV,04/29/2018,10:30AM
Pelicans,Warriors,BesTV,04/29/2018,10:30AM
Pelicans,Warriors,CCTV5,04/29/2018,10:30AM
Pelicans,Warriors,QQ.com,04/29/2018,10:30AM
Pacers,Cavaliers,BesTV,04/30/2018,01:00AM
Pacers,Cavaliers,QQ.com,04/30/2018,01:00AM
Jazz,Rockets,BesTV,04/30/2018,03:30AM
Jazz,Rockets,QQ.com,04/30/2018,03:30AM
76ers,Celtics,BesTV,05/01/2018,08:00AM
76ers,Celtics,QQ.com,05/01/2018,08:00AM
76ers,Celtics,CCTV5,05/01/2018,08:00AM
76ers,Celtics,GuangdongTV,05/01/2018,08:00AM
Cavaliers,Raptors,BesTV,05/02/2018,08:00AM
Cavaliers,Raptors,QQ.com,05/02/2018,08:00AM
Cavaliers,Raptors,CCTV5,05/02/2018,08:00AM
Pelicans,Warriors,BesTV,05/02/2018,10:30AM
Pelicans,Warriors,QQ.com,05/02/2018,10:30AM
Pelicans,Warriors,CCTV5,05/02/2018,10:30AM
Jazz,Rockets,BesTV,05/03/2018,08:00AM
Jazz,Rockets,QQ.com,05/03/2018,08:00AM
Jazz,Rockets,CCTV5,05/03/2018,08:00AM
Cavaliers,Raptors,BesTV,05/04/2018,06:00AM
Cavaliers,Raptors,QQ.com,05/04/2018,06:00AM
76ers,Celtics,BesTV,05/04/2018,08:30AM
76ers,Celtics,QQ.com,05/04/2018,08:30AM
Warriors,Pelicans,BesTV,05/05/2018,08:00AM
Warriors,Pelicans,QQ.com,05/05/2018,08:00AM
Warriors,Pelicans,GuangdongTV,05/05/2018,08:00AM
Rockets,Jazz,BesTV,05/05/2018,10:30AM
Rockets,Jazz,QQ.com,05/05/2018,10:30AM
Rockets,Jazz,CCTV5,05/05/2018,10:30AM
Rockets,Jazz,GreatSportsChannel,05/05/2018,10:30AM
Celtics,76ers,BesTV,05/06/2018,05:00AM
Celtics,76ers,QQ.com,05/06/2018,05:00AM
Raptors,Cavaliers,BesTV,05/06/2018,08:30AM
Raptors,Cavaliers,QQ.com,05/06/2018,08:30AM
Raptors,Cavaliers,GuangdongTV,05/06/2018,08:30AM
Raptors,Cavaliers,CCTV5,05/06/2018,08:30AM
Warriors,Pelicans,BesTV,05/07/2018,03:30AM
Warriors,Pelicans,QQ.com,05/07/2018,03:30AM
Rockets,Jazz,BesTV,05/07/2018,08:00AM
Rockets,Jazz,QQ.com,05/07/2018,08:00AM
Rockets,Jazz,CCTV5,05/07/2018,08:00AM
Celtics,76ers,BesTV,05/08/2018,06:00AM
Celtics,76ers,QQ.com,05/08/2018,06:00AM
Raptors,Cavaliers,BesTV,05/08/2018,08:30AM
Raptors,Cavaliers,QQ.com,05/08/2018,08:30AM
Raptors,Cavaliers,GuangdongTV,05/08/2018,08:30AM
Raptors,Cavaliers,CCTV5,05/08/2018,08:30AM
Jazz,Rockets,QQ.com,05/09/2018,08:00AM
Jazz,Rockets,GuangdongTV,05/09/2018,08:00AM
Jazz,Rockets,BesTV,05/09/2018,08:00AM
Jazz,Rockets,CCTV5,05/09/2018,08:00AM
Pelicans,Warriors,QQ.com,05/09/2018,10:30AM
Pelicans,Warriors,BesTV,05/09/2018,10:30AM
Pelicans,Warriors,CCTV5,05/09/2018,10:30AM
76ers,Celtics,BesTV,05/10/2018,08:00AM
76ers,Celtics,QQ.com,05/10/2018,08:00AM
Cavaliers,Celtics,CCTV5,05/14/2018,03:30AM
Cavaliers,Celtics,QQ.com,05/14/2018,03:30AM
Cavaliers,Celtics,BesTV,05/14/2018,03:30AM
Warriors,Rockets,GuangdongTV,05/15/2018,09:00AM
Warriors,Rockets,CCTV5,05/15/2018,09:00AM
Warriors,Rockets,BesTV,05/15/2018,09:00AM
Cavaliers,Celtics,GuangdongTV,05/16/2018,08:30AM
Cavaliers,Celtics,CCTV5,05/16/2018,08:30AM
Cavaliers,Celtics,QQ.com,05/16/2018,08:30AM
Cavaliers,Celtics,BesTV,05/16/2018,08:30AM
Warriors,Rockets,GreatSportsChannel,05/17/2018,09:00AM
Warriors,Rockets,GuangdongTV,05/17/2018,09:00AM
Warriors,Rockets,CCTV5,05/17/2018,09:00AM
Warriors,Rockets,BesTV,05/17/2018,09:00AM
Celtics,Cavaliers,GreatSportsChannel,05/20/2018,08:30AM
Celtics,Cavaliers,GuangdongTV,05/20/2018,08:30AM
Celtics,Cavaliers,CCTV5,05/20/2018,08:30AM
Celtics,Cavaliers,QQ.com,05/20/2018,08:30AM
Celtics,Cavaliers,BesTV,05/20/2018,08:30AM
Rockets,Warriors,GuangdongTV,05/21/2018,08:00AM
Rockets,Warriors,QQ.com,05/21/2018,08:00AM
Rockets,Warriors,CCTV5,05/21/2018,08:00AM
Rockets,Warriors,BesTV,05/21/2018,08:00AM
Celtics,Cavaliers,GuangdongTV,05/22/2018,08:30AM
Celtics,Cavaliers,CCTV5,05/22/2018,08:30AM
Celtics,Cavaliers,QQ.com,05/22/2018,08:30AM
Celtics,Cavaliers,BesTV,05/22/2018,08:30AM
Rockets,Warriors,GuangdongTV,05/23/2018,09:00AM
Rockets,Warriors,QQ.com,05/23/2018,09:00AM
Rockets,Warriors,CCTV5,05/23/2018,09:00AM
Rockets,Warriors,BesTV,05/23/2018,09:00AM
Cavaliers,Celtics,BesTV,05/24/2018,08:30AM
Cavaliers,Celtics,CCTV5,05/24/2018,08:30AM
Cavaliers,Celtics,QQ.com,05/24/2018,08:30AM
Cavaliers,Celtics,GuangdongTV,05/24/2018,08:30AM
Warriors,Rockets,QQ.com,05/25/2018,09:00AM
Warriors,Rockets,BesTV,05/25/2018,09:00AM
Warriors,Rockets,CCTV5,05/25/2018,09:00AM
Warriors,Rockets,GuangdongTV,05/25/2018,09:00AM
Celtics,Cavaliers,BesTV,05/26/2018,08:30AM
Celtics,Cavaliers,CCTV5,05/26/2018,08:30AM
Celtics,Cavaliers,QQ.com,05/26/2018,08:30AM
Celtics,Cavaliers,GuangdongTV,05/26/2018,08:30AM
Rockets,Warriors,QQ.com,05/27/2018,09:00AM
Rockets,Warriors,BesTV,05/27/2018,09:00AM
Rockets,Warriors,CCTV5,05/27/2018,09:00AM
Rockets,Warriors,GuangdongTV,05/27/2018,09:00AM
Rockets,Warriors,GreatSportsChannel,05/27/2018,09:00AM
Cavaliers,Celtics,BesTV,05/28/2018,08:30AM
Cavaliers,Celtics,CCTV5,05/28/2018,08:30AM
Cavaliers,Celtics,QQ.com,05/28/2018,08:30AM
Warriors,Rockets,BesTV,05/29/2018,09:00AM
Warriors,Rockets,CCTV5,05/29/2018,09:00AM
Warriors,Rockets,GreatSportsChannel,05/29/2018,09:00AM
Warriors,Rockets,QQ.com,05/29/2018,09:00AM
Cavaliers,Warriors,BesTV,06/01/2018,09:00AM
Cavaliers,Warriors,CCTV5,06/01/2018,09:00AM
Cavaliers,Warriors,GuangdongTV,06/01/2018,09:00AM
Cavaliers,Warriors,GreatSportsChannel,06/01/2018,09:00AM
Cavaliers,Warriors,BesTV,06/04/2018,08:00AM
Cavaliers,Warriors,CCTV5,06/04/2018,08:00AM
Cavaliers,Warriors,GuangdongTV,06/04/2018,08:00AM
Cavaliers,Warriors,GreatSportsChannel,06/04/2018,08:00AM
Warriors,Cavaliers,BesTV,06/07/2018,09:00AM
Warriors,Cavaliers,CCTV5,06/07/2018,09:00AM
Warriors,Cavaliers,GuangdongTV,06/07/2018,09:00AM
Warriors,Cavaliers,GreatSportsChannel,06/07/2018,09:00AM
Warriors,Cavaliers,BesTV,06/09/2018,09:00AM
Warriors,Cavaliers,CCTV5,06/09/2018,09:00AM
Warriors,Cavaliers,GuangdongTV,06/09/2018,09:00AM
Warriors,Cavaliers,GreatSportsChannel,06/09/2018,09:00AM
